task,audio_path,speaker_id,split,prompt,gold_response,prediction,gold_value,predicted_value,is_exact_match,is_value_correct,is_incorrect,ecapa_raw_pca_x,ecapa_raw_pca_y,gender,age,ethnicity,ecapa_raw_tsne_x,ecapa_raw_tsne_y,ecapa_mapper_pca_x,ecapa_mapper_pca_y,ecapa_mapper_tsne_x,ecapa_mapper_tsne_y,gold_value_resolved,is_value_correct_resolved,is_incorrect_resolved,embedding_family,hidden_layer,pooling,text_decoder,sid_prefix_length,prompt_token_length,device_used,x,y
gender,ears_dataset_processed/test/p005/emo_contentment_freeform_0_160000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,2.127464,1.9169573,male,18-25,asian,29.1558,50.20647,8.252042,-15.161522,29.85901,-49.97775,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,19.462051,-0.6130611
gender,ears_dataset_processed/test/p005/emo_contentment_sentences_0_148639.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,1.8668333,3.2746124,male,18-25,asian,32.806305,42.884373,22.882393,-8.742491,42.261753,-51.281704,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,18.905449,2.1907907
gender,ears_dataset_processed/test/p005/emo_cuteness_freeform_0_160000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal characteristics. ,male,male,0,1,0,0.38438112,0.7461788,male,18-25,asian,34.033863,40.964073,16.104126,-4.343595,43.268517,-46.288067,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,3.0408072,-5.665394
gender,ears_dataset_processed/test/p005/emo_cuteness_sentences_0_135073.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,0.16871767,-4.3275113,male,18-25,asian,-9.998246,-28.637371,-36.92073,-2.003062,-64.70112,-21.211075,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,-15.191648,-14.293243
gender,ears_dataset_processed/test/p005/emo_desire_freeform_0_160000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal characteristics. ,male,male,0,1,0,1.265912,-0.06743163,male,18-25,asian,31.042608,42.190826,-15.595146,-0.59284455,-39.91075,-5.3251367,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,-9.425596,-7.774496
gender,ears_dataset_processed/test/p005/emo_desire_sentences_0_153954.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal characteristics. ,male,male,0,1,0,1.8625746,-0.8472279,male,18-25,asian,33.87729,42.16582,-18.78429,-0.94552195,-39.777664,-5.2200394,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,-3.0216708,-8.026553
gender,ears_dataset_processed/test/p005/emo_disappointment_freeform_0_160000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,0.9509918,3.643091,male,18-25,asian,36.51703,42.75963,20.932253,-8.315599,42.537903,-52.61746,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,14.953306,-0.09896899
gender,ears_dataset_processed/test/p005/emo_disappointment_sentences_0_160000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal characteristics. ,male,male,0,1,0,1.805475,3.0887814,male,18-25,asian,33.05117,44.732563,-0.9273074,-9.6847925,27.001457,-54.04564,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,15.341596,-11.534356
gender,ears_dataset_processed/test/p005/emo_disgust_freeform_0_103966.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,1.9252895,0.9373403,male,18-25,asian,33.960976,43.138012,-2.8802464,-6.4722795,-8.192706,-19.190226,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,-4.87583,-4.7891865
gender,ears_dataset_processed/test/p005/emo_disgust_sentences_0_159739.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,1.5271621,1.2329481,male,18-25,asian,32.872925,44.183914,25.985804,-10.250796,42.13922,-51.06428,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,21.721535,3.0297084
gender,ears_dataset_processed/test/p005/emo_distress_freeform_0_160000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal characteristics. ,male,male,0,1,0,1.2727301,-5.376006,male,18-25,asian,11.285929,-28.349756,-31.307255,-16.374031,-45.1857,-40.623947,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,-5.0654526,-9.357978
gender,ears_dataset_processed/test/p005/emo_distress_sentences_0_160000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal characteristics. ,male,male,0,1,0,2.5650325,0.805613,male,18-25,asian,35.986404,42.356808,14.148459,0.9520722,22.542227,6.7058144,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,3.644795,0.39332518
gender,ears_dataset_processed/test/p005/emo_embarassment_freeform_0_160000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,1.2307701,-1.3134371,male,18-25,asian,33.781372,39.548386,-14.639014,-5.701179,-36.379433,-21.443316,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,-10.223865,-5.184947
gender,ears_dataset_processed/test/p005/emo_embarassment_sentences_0_160000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,2.197651,2.9317198,male,18-25,asian,28.714355,47.78568,9.184537,-13.070977,29.836586,-49.943504,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,12.108794,-1.210136
gender,ears_dataset_processed/test/p005/emo_extasy_freeform_0_160000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,0.7248588,-3.7355235,male,18-25,asian,-10.129888,-29.082249,14.481634,-3.463074,18.702011,1.5139278,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,-2.9158442,3.1063094
gender,ears_dataset_processed/test/p005/emo_extasy_sentences_0_160000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal characteristics. ,male,male,0,1,0,0.7365448,0.191912,male,18-25,asian,32.77769,42.60445,1.3256978,-1.3154744,29.322971,-59.13018,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,-4.2968473,-7.6769366
gender,ears_dataset_processed/test/p005/emo_fear_freeform_0_160000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal characteristics. ,male,male,0,1,0,0.68610036,-4.36036,male,18-25,asian,4.8139687,-25.796452,-17.637388,-8.032018,-36.43517,-25.910456,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,-2.0183907,-3.7063887
gender,ears_dataset_processed/test/p005/emo_fear_sentences_0_160000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be female based on their vocal characteristics. ,male,female,0,0,1,-3.4005415,1.9529089,male,18-25,asian,-38.882812,20.328972,12.292202,7.241707,3.1411161,52.971397,male,0,1,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,-4.478405,8.005737
gender,ears_dataset_processed/test/p005/emo_guilt_freeform_0_158992.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,3.7409525,0.69780654,male,18-25,asian,28.601725,44.0016,31.04111,-8.885503,47.041435,-48.64827,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,33.01844,13.14786
gender,ears_dataset_processed/test/p005/emo_guilt_sentences_0_145888.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,2.2209003,4.229169,male,18-25,asian,37.438797,40.76968,6.601335,-6.4090915,27.605677,-55.08182,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,8.546528,-6.0381327
gender,ears_dataset_processed/test/p005/emo_interest_freeform_0_160000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,2.152353,3.7420487,male,18-25,asian,34.90727,44.057003,14.05215,-8.041237,33.903557,-54.589577,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,8.029635,-4.3334594
gender,ears_dataset_processed/test/p005/emo_interest_sentences_0_160000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,0.9191755,0.93517554,male,18-25,asian,33.612988,41.15659,8.101449,-6.0852747,31.596806,-56.437447,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,3.2173843,-1.557166
gender,ears_dataset_processed/test/p005/emo_neutral_freeform_0_160000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal characteristics. ,male,male,0,1,0,4.2781205,2.530322,male,18-25,asian,35.073845,49.596966,-7.9440994,-11.497536,-10.593715,-40.10126,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,8.994335,-10.014703
gender,ears_dataset_processed/test/p005/emo_neutral_sentences_0_160000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,3.6745012,3.040932,male,18-25,asian,36.72835,48.16468,9.470162,-17.890318,31.107588,-51.545204,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,20.273489,-4.798427
gender,ears_dataset_processed/test/p005/emo_pain_freeform_0_160000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal characteristics. ,male,male,0,1,0,-0.357292,0.85381407,male,18-25,asian,33.836956,39.472088,2.5582542,2.0429907,18.6209,0.33213288,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,-5.800855,-0.16733773
gender,ears_dataset_processed/test/p005/emo_pain_sentences_0_160000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,1.2365052,0.44379652,male,18-25,asian,33.13148,43.458103,23.984156,-8.4108715,41.265125,-52.78004,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,12.926661,13.8691
gender,ears_dataset_processed/test/p005/emo_pride_freeform_0_155671.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,3.212196,1.4153632,male,18-25,asian,30.752075,42.232323,-6.8425174,-11.454415,-8.191543,-20.09821,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,0.7252647,-9.623383
gender,ears_dataset_processed/test/p005/emo_pride_sentences_0_160000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,2.776741,-0.048382916,male,18-25,asian,30.496826,47.606094,19.351702,-12.267415,41.20919,-51.408924,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,21.075693,-1.3526751
gender,ears_dataset_processed/test/p005/emo_realization_freeform_0_160000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,1.0390226,-1.3867397,male,18-25,asian,33.130478,41.549267,1.4499215,-7.926607,-8.080717,-19.033587,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,3.8034298,-5.0985537
gender,ears_dataset_processed/test/p005/emo_realization_sentences_0_160000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,3.7756495,2.5647743,male,18-25,asian,36.395557,47.083977,24.453161,-8.256125,43.91821,-49.84241,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,20.259918,-5.016082
gender,ears_dataset_processed/test/p005/emo_relief_freeform_0_160000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal characteristics. ,male,male,0,1,0,3.0424454,4.1832275,male,18-25,asian,29.958092,47.385868,22.950527,-10.010443,43.846603,-48.836914,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,23.68842,3.8360226
gender,ears_dataset_processed/test/p005/emo_relief_sentences_0_160000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,4.9122357,3.6460733,male,18-25,asian,36.7239,46.20566,3.9503362,-11.3809595,29.26594,-55.137253,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,9.000963,-7.7370467
gender,ears_dataset_processed/test/p005/emo_sadness_freeform_0_160000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,2.3979177,4.3039985,male,18-25,asian,36.358746,45.328934,17.96927,-16.740541,38.855167,-47.450104,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,19.283876,0.6122453
gender,ears_dataset_processed/test/p005/emo_sadness_sentences_0_160000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,4.871405,3.225158,male,18-25,asian,37.190914,40.651516,12.152282,-10.962249,35.204304,-55.323997,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,17.369652,1.1452631
gender,ears_dataset_processed/test/p005/emo_serenity_freeform_0_160000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,2.738375,2.4998128,male,18-25,asian,33.666798,45.52913,13.738524,-16.37259,33.157265,-51.796375,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,18.091541,-3.1106622
gender,ears_dataset_processed/test/p005/emo_serenity_sentences_0_160000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,2.8216972,3.8328512,male,18-25,asian,35.992725,45.34221,7.4376345,-13.40614,31.480639,-54.08734,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,14.680731,-3.7577882
gender,ears_dataset_processed/test/p005/freeform_speech_01_0_160000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal characteristics. ,male,male,0,1,0,3.6020136,4.236372,male,18-25,asian,35.307594,48.429256,-14.886643,-15.593358,-11.930227,-40.325157,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,5.9964128,-17.077436
gender,ears_dataset_processed/test/p005/freeform_speech_01_1120000_1280000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal characteristics. ,male,male,0,1,0,1.6147559,-1.0743991,male,18-25,asian,29.801626,52.85382,17.204983,-5.2886443,43.622105,-48.152374,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,5.4211364,2.1615376
gender,ears_dataset_processed/test/p005/freeform_speech_01_1280000_1440000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,3.6524062,2.5784261,male,18-25,asian,35.16334,48.438267,8.746117,-11.924529,27.759552,-51.427906,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,13.632271,-7.384479
gender,ears_dataset_processed/test/p005/freeform_speech_01_1440000_1600000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,3.5684266,1.1134964,male,18-25,asian,33.21305,52.45425,14.111263,-15.821663,35.15809,-50.654274,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,28.250494,-0.5103832
gender,ears_dataset_processed/test/p005/freeform_speech_01_1600000_1760000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal characteristics. ,male,male,0,1,0,2.1621845,2.5530033,male,18-25,asian,35.547688,47.710255,10.096334,-6.4630575,31.190762,-55.934757,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,8.564265,-5.9504194
gender,ears_dataset_processed/test/p005/freeform_speech_01_160000_320000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,3.3671677,0.4850537,male,18-25,asian,33.71729,52.363834,11.5735855,-10.06038,32.510204,-54.72413,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,16.08031,-7.3677664
gender,ears_dataset_processed/test/p005/freeform_speech_01_1760000_1920000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal characteristics. ,male,male,0,1,0,0.9625738,-1.0610919,male,18-25,asian,28.824879,52.764862,-2.6009612,-2.746089,1.4286908,-41.671215,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,-5.172876,-3.3981695
gender,ears_dataset_processed/test/p005/freeform_speech_01_1920000_2080000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal characteristics. ,male,male,0,1,0,1.1034205,-0.6188873,male,18-25,asian,28.00772,52.772865,-0.4370256,-8.326129,1.425491,-43.52942,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,11.749692,-5.163709
gender,ears_dataset_processed/test/p005/freeform_speech_01_2080000_2240000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,3.2872372,2.087639,male,18-25,asian,28.59988,44.60702,5.6439967,-12.328272,28.687193,-53.078697,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,13.909616,-3.1015606
gender,ears_dataset_processed/test/p005/freeform_speech_01_2240000_2400000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal characteristics. ,male,male,0,1,0,1.1486326,-1.6673281,male,18-25,asian,28.217728,52.835163,-12.582959,-3.9755254,-14.42889,-12.046508,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,0.30657345,-7.2560606
gender,ears_dataset_processed/test/p005/freeform_speech_01_2400000_2560000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal characteristics. ,male,male,0,1,0,1.5325477,-0.27261117,male,18-25,asian,29.216131,52.52757,10.764327,-7.1269774,35.62153,-52.352245,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,16.42067,3.3712375
gender,ears_dataset_processed/test/p005/freeform_speech_01_2560000_2720000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal characteristics. ,male,male,0,1,0,1.8476167,1.0858973,male,18-25,asian,28.313429,52.569843,-5.3040514,-7.2826533,1.1694248,-41.460873,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,-2.5858414,-11.1007395
gender,ears_dataset_processed/test/p005/freeform_speech_01_2720000_2880000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,4.1186156,3.94829,male,18-25,asian,34.66783,48.00328,18.917131,-15.317431,38.7983,-48.29775,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,21.822874,-6.3338284
gender,ears_dataset_processed/test/p005/freeform_speech_01_320000_480000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,1.8691381,-1.045666,male,18-25,asian,28.805529,52.703068,6.2429066,-16.311773,29.388748,-50.331615,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,18.819157,-6.8422074
gender,ears_dataset_processed/test/p005/freeform_speech_01_480000_640000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,4.069575,0.7191272,male,18-25,asian,28.602478,48.88215,24.849848,-17.67912,40.18705,-46.282383,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,38.298965,4.585375
