task,audio_path,speaker_id,split,prompt,gold_response,prediction,gold_value,predicted_value,is_exact_match,is_value_correct,is_incorrect,ecapa_raw_pca_x,ecapa_raw_pca_y,gender,age,ethnicity,ecapa_raw_tsne_x,ecapa_raw_tsne_y,ecapa_mapper_pca_x,ecapa_mapper_pca_y,ecapa_mapper_tsne_x,ecapa_mapper_tsne_y,gold_value_resolved,is_value_correct_resolved,is_incorrect_resolved,embedding_family,hidden_layer,pooling,text_decoder,sid_prefix_length,prompt_token_length,device_used,x,y
gender,ears_dataset_processed/test/p005/emo_guilt_sentences_0_145888.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,2.2209003,4.229169,male,18-25,asian,37.438797,40.76968,6.601335,-6.4090915,27.605677,-55.08182,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,19.639624,5.5145483
gender,ears_dataset_processed/test/p005/emo_interest_freeform_0_160000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,2.152353,3.7420487,male,18-25,asian,34.90727,44.057003,14.05215,-8.041237,33.903557,-54.589577,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,63.12003,-35.206993
gender,ears_dataset_processed/test/p005/emo_interest_sentences_0_160000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,0.9191755,0.93517554,male,18-25,asian,33.612988,41.15659,8.101449,-6.0852747,31.596806,-56.437447,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,16.846388,-34.21074
gender,ears_dataset_processed/test/p005/emo_neutral_freeform_0_160000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal characteristics. ,male,male,0,1,0,4.2781205,2.530322,male,18-25,asian,35.073845,49.596966,-7.9440994,-11.497536,-10.593715,-40.10126,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,26.17426,0.964771
gender,ears_dataset_processed/test/p005/emo_neutral_sentences_0_160000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,3.6745012,3.040932,male,18-25,asian,36.72835,48.16468,9.470162,-17.890318,31.107588,-51.545204,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,63.406452,-29.329983
gender,ears_dataset_processed/test/p005/emo_pain_freeform_0_160000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal characteristics. ,male,male,0,1,0,-0.357292,0.85381407,male,18-25,asian,33.836956,39.472088,2.5582542,2.0429907,18.6209,0.33213288,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,-13.082178,-25.154545
gender,ears_dataset_processed/test/p005/emo_pain_sentences_0_160000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,1.2365052,0.44379652,male,18-25,asian,33.13148,43.458103,23.984156,-8.4108715,41.265125,-52.78004,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,59.103832,-31.605976
gender,ears_dataset_processed/test/p005/emo_pride_freeform_0_155671.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,3.212196,1.4153632,male,18-25,asian,30.752075,42.232323,-6.8425174,-11.454415,-8.191543,-20.09821,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,14.600007,-35.06663
gender,ears_dataset_processed/test/p005/emo_pride_sentences_0_160000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,2.776741,-0.048382916,male,18-25,asian,30.496826,47.606094,19.351702,-12.267415,41.20919,-51.408924,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,69.942444,-31.54042
gender,ears_dataset_processed/test/p005/emo_realization_freeform_0_160000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,1.0390226,-1.3867397,male,18-25,asian,33.130478,41.549267,1.4499215,-7.926607,-8.080717,-19.033587,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,14.6054535,-34.356983
gender,ears_dataset_processed/test/p005/emo_realization_sentences_0_160000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,3.7756495,2.5647743,male,18-25,asian,36.395557,47.083977,24.453161,-8.256125,43.91821,-49.84241,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,66.602875,-36.212173
gender,ears_dataset_processed/test/p005/emo_relief_freeform_0_160000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal characteristics. ,male,male,0,1,0,3.0424454,4.1832275,male,18-25,asian,29.958092,47.385868,22.950527,-10.010443,43.846603,-48.836914,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,70.54657,-27.179491
gender,ears_dataset_processed/test/p005/emo_relief_sentences_0_160000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,4.9122357,3.6460733,male,18-25,asian,36.7239,46.20566,3.9503362,-11.3809595,29.26594,-55.137253,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,62.086163,-35.406868
gender,ears_dataset_processed/test/p005/emo_sadness_freeform_0_160000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,2.3979177,4.3039985,male,18-25,asian,36.358746,45.328934,17.96927,-16.740541,38.855167,-47.450104,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,57.447773,-19.863447
gender,ears_dataset_processed/test/p005/emo_sadness_sentences_0_160000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,4.871405,3.225158,male,18-25,asian,37.190914,40.651516,12.152282,-10.962249,35.204304,-55.323997,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,58.790184,-29.660038
gender,ears_dataset_processed/test/p005/emo_serenity_freeform_0_160000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,2.738375,2.4998128,male,18-25,asian,33.666798,45.52913,13.738524,-16.37259,33.157265,-51.796375,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,63.95841,-31.70913
gender,ears_dataset_processed/test/p005/emo_serenity_sentences_0_160000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,2.8216972,3.8328512,male,18-25,asian,35.992725,45.34221,7.4376345,-13.40614,31.480639,-54.08734,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,63.16774,-32.194324
gender,ears_dataset_processed/test/p005/freeform_speech_01_0_160000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal characteristics. ,male,male,0,1,0,3.6020136,4.236372,male,18-25,asian,35.307594,48.429256,-14.886643,-15.593358,-11.930227,-40.325157,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,23.59079,0.013873128
gender,ears_dataset_processed/test/p005/freeform_speech_01_1120000_1280000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal characteristics. ,male,male,0,1,0,1.6147559,-1.0743991,male,18-25,asian,29.801626,52.85382,17.204983,-5.2886443,43.622105,-48.152374,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,62.736393,-37.250423
gender,ears_dataset_processed/test/p005/freeform_speech_01_1280000_1440000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,3.6524062,2.5784261,male,18-25,asian,35.16334,48.438267,8.746117,-11.924529,27.759552,-51.427906,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,67.52775,-31.844051
gender,ears_dataset_processed/test/p005/freeform_speech_01_1440000_1600000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,3.5684266,1.1134964,male,18-25,asian,33.21305,52.45425,14.111263,-15.821663,35.15809,-50.654274,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,69.7085,-29.157578
gender,ears_dataset_processed/test/p005/freeform_speech_01_1600000_1760000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal characteristics. ,male,male,0,1,0,2.1621845,2.5530033,male,18-25,asian,35.547688,47.710255,10.096334,-6.4630575,31.190762,-55.934757,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,62.800465,-35.8578
gender,ears_dataset_processed/test/p005/freeform_speech_01_160000_320000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,3.3671677,0.4850537,male,18-25,asian,33.71729,52.363834,11.5735855,-10.06038,32.510204,-54.72413,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,66.81478,-34.986523
gender,ears_dataset_processed/test/p005/freeform_speech_01_1760000_1920000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal characteristics. ,male,male,0,1,0,0.9625738,-1.0610919,male,18-25,asian,28.824879,52.764862,-2.6009612,-2.746089,1.4286908,-41.671215,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,4.9716196,-14.37276
gender,ears_dataset_processed/test/p005/freeform_speech_01_1920000_2080000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal characteristics. ,male,male,0,1,0,1.1034205,-0.6188873,male,18-25,asian,28.00772,52.772865,-0.4370256,-8.326129,1.425491,-43.52942,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,61.428555,-28.56861
gender,ears_dataset_processed/test/p005/freeform_speech_01_2080000_2240000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,3.2872372,2.087639,male,18-25,asian,28.59988,44.60702,5.6439967,-12.328272,28.687193,-53.078697,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,62.414135,-32.12974
gender,ears_dataset_processed/test/p005/freeform_speech_01_2240000_2400000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal characteristics. ,male,male,0,1,0,1.1486326,-1.6673281,male,18-25,asian,28.217728,52.835163,-12.582959,-3.9755254,-14.42889,-12.046508,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,1.0798402,9.001933
gender,ears_dataset_processed/test/p005/freeform_speech_01_2400000_2560000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal characteristics. ,male,male,0,1,0,1.5325477,-0.27261117,male,18-25,asian,29.216131,52.52757,10.764327,-7.1269774,35.62153,-52.352245,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,61.318874,-28.181002
gender,ears_dataset_processed/test/p005/freeform_speech_01_2560000_2720000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal characteristics. ,male,male,0,1,0,1.8476167,1.0858973,male,18-25,asian,28.313429,52.569843,-5.3040514,-7.2826533,1.1694248,-41.460873,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,5.20836,-13.749737
gender,ears_dataset_processed/test/p005/freeform_speech_01_2720000_2880000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,4.1186156,3.94829,male,18-25,asian,34.66783,48.00328,18.917131,-15.317431,38.7983,-48.29775,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,64.83013,-30.668339
gender,ears_dataset_processed/test/p005/freeform_speech_01_320000_480000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,1.8691381,-1.045666,male,18-25,asian,28.805529,52.703068,6.2429066,-16.311773,29.388748,-50.331615,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,63.21799,-26.70243
gender,ears_dataset_processed/test/p005/freeform_speech_01_480000_640000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,4.069575,0.7191272,male,18-25,asian,28.602478,48.88215,24.849848,-17.67912,40.18705,-46.282383,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,79.245605,-7.4433165
gender,ears_dataset_processed/test/p005/freeform_speech_01_640000_800000.wav,p005,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal characteristics. ,male,male,0,1,0,2.5728464,0.26538324,male,18-25,asian,28.641216,52.70479,-0.0015002243,-12.121684,1.3408549,-43.513657,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,67.641594,-32.884617
