embedding_id,source_prefix,audio_path,resolved_audio_path,resolution_method,n_examples
17,timit_dataset,timit_dataset/train/DR1/MTPF0/SA2.WAV,timit_root/data/TRAIN/DR1/MTPF0/SA2.WAV,fallback_local_path,3
18,timit_dataset,timit_dataset/train/DR1/MTPF0/SA1.WAV,timit_root/data/TRAIN/DR1/MTPF0/SA1.WAV,fallback_local_path,3
19,timit_dataset,timit_dataset/train/DR1/MTPF0/SX335.WAV,timit_root/data/TRAIN/DR1/MTPF0/SX335.WAV,fallback_local_path,3
20,timit_dataset,timit_dataset/train/DR1/MRDD0/SX60.WAV,timit_root/data/TRAIN/DR1/MRDD0/SX60.WAV,fallback_local_path,3
21,timit_dataset,timit_dataset/train/DR1/MRDD0/SI1680.WAV,timit_root/data/TRAIN/DR1/MRDD0/SI1680.WAV,fallback_local_path,3
22,timit_dataset,timit_dataset/train/DR1/MRDD0/SX277.WAV,timit_root/data/TRAIN/DR1/MRDD0/SX277.WAV,fallback_local_path,3
23,timit_dataset,timit_dataset/train/DR1/MRDD0/SX240.WAV,timit_root/data/TRAIN/DR1/MRDD0/SX240.WAV,fallback_local_path,3
24,timit_dataset,timit_dataset/train/DR1/MRDD0/SI1050.WAV,timit_root/data/TRAIN/DR1/MRDD0/SI1050.WAV,fallback_local_path,3
25,timit_dataset,timit_dataset/train/DR1/MRDD0/SX150.WAV,timit_root/data/TRAIN/DR1/MRDD0/SX150.WAV,fallback_local_path,3
26,timit_dataset,timit_dataset/train/DR1/MRDD0/SA2.WAV,timit_root/data/TRAIN/DR1/MRDD0/SA2.WAV,fallback_local_path,3
27,timit_dataset,timit_dataset/train/DR1/MRDD0/SA1.WAV,timit_root/data/TRAIN/DR1/MRDD0/SA1.WAV,fallback_local_path,3
28,timit_dataset,timit_dataset/train/DR1/MRDD0/SI2310.WAV,timit_root/data/TRAIN/DR1/MRDD0/SI2310.WAV,fallback_local_path,3
29,timit_dataset,timit_dataset/train/DR1/MRDD0/SX330.WAV,timit_root/data/TRAIN/DR1/MRDD0/SX330.WAV,fallback_local_path,3
30,timit_dataset,timit_dataset/train/DR1/MKLS0/SI1533.WAV,timit_root/data/TRAIN/DR1/MKLS0/SI1533.WAV,fallback_local_path,3
31,timit_dataset,timit_dataset/train/DR1/MKLS0/SI1437.WAV,timit_root/data/TRAIN/DR1/MKLS0/SI1437.WAV,fallback_local_path,3
32,timit_dataset,timit_dataset/train/DR1/MKLS0/SX267.WAV,timit_root/data/TRAIN/DR1/MKLS0/SX267.WAV,fallback_local_path,3
33,timit_dataset,timit_dataset/train/DR1/MKLS0/SX87.WAV,timit_root/data/TRAIN/DR1/MKLS0/SX87.WAV,fallback_local_path,3
34,timit_dataset,timit_dataset/train/DR1/MKLS0/SX177.WAV,timit_root/data/TRAIN/DR1/MKLS0/SX177.WAV,fallback_local_path,3
35,timit_dataset,timit_dataset/train/DR1/MKLS0/SX447.WAV,timit_root/data/TRAIN/DR1/MKLS0/SX447.WAV,fallback_local_path,3
36,timit_dataset,timit_dataset/train/DR1/MKLS0/SX357.WAV,timit_root/data/TRAIN/DR1/MKLS0/SX357.WAV,fallback_local_path,3
37,timit_dataset,timit_dataset/train/DR1/MKLS0/SA2.WAV,timit_root/data/TRAIN/DR1/MKLS0/SA2.WAV,fallback_local_path,3
38,timit_dataset,timit_dataset/train/DR1/MKLS0/SA1.WAV,timit_root/data/TRAIN/DR1/MKLS0/SA1.WAV,fallback_local_path,3
39,timit_dataset,timit_dataset/train/DR1/MKLS0/SI2067.WAV,timit_root/data/TRAIN/DR1/MKLS0/SI2067.WAV,fallback_local_path,3
40,timit_dataset,timit_dataset/train/DR1/MEDR0/SI1374.WAV,timit_root/data/TRAIN/DR1/MEDR0/SI1374.WAV,fallback_local_path,3
41,timit_dataset,timit_dataset/train/DR1/MEDR0/SX24.WAV,timit_root/data/TRAIN/DR1/MEDR0/SX24.WAV,fallback_local_path,3
42,timit_dataset,timit_dataset/train/DR1/MEDR0/SX114.WAV,timit_root/data/TRAIN/DR1/MEDR0/SX114.WAV,fallback_local_path,3
43,timit_dataset,timit_dataset/train/DR1/MEDR0/SX294.WAV,timit_root/data/TRAIN/DR1/MEDR0/SX294.WAV,fallback_local_path,3
44,timit_dataset,timit_dataset/train/DR1/MEDR0/SX204.WAV,timit_root/data/TRAIN/DR1/MEDR0/SX204.WAV,fallback_local_path,3
45,timit_dataset,timit_dataset/train/DR1/MEDR0/SI744.WAV,timit_root/data/TRAIN/DR1/MEDR0/SI744.WAV,fallback_local_path,3
46,timit_dataset,timit_dataset/train/DR1/MEDR0/SI2004.WAV,timit_root/data/TRAIN/DR1/MEDR0/SI2004.WAV,fallback_local_path,3
47,timit_dataset,timit_dataset/train/DR1/MEDR0/SX384.WAV,timit_root/data/TRAIN/DR1/MEDR0/SX384.WAV,fallback_local_path,3
48,timit_dataset,timit_dataset/train/DR1/MEDR0/SA2.WAV,timit_root/data/TRAIN/DR1/MEDR0/SA2.WAV,fallback_local_path,3
49,timit_dataset,timit_dataset/train/DR1/MEDR0/SA1.WAV,timit_root/data/TRAIN/DR1/MEDR0/SA1.WAV,fallback_local_path,3
50,timit_dataset,timit_dataset/train/DR1/FSMA0/SI1621.WAV,timit_root/data/TRAIN/DR1/FSMA0/SI1621.WAV,fallback_local_path,3
51,timit_dataset,timit_dataset/train/DR1/FSMA0/SX451.WAV,timit_root/data/TRAIN/DR1/FSMA0/SX451.WAV,fallback_local_path,3
52,timit_dataset,timit_dataset/train/DR1/FSMA0/SI2251.WAV,timit_root/data/TRAIN/DR1/FSMA0/SI2251.WAV,fallback_local_path,3
53,timit_dataset,timit_dataset/train/DR1/FSMA0/SX91.WAV,timit_root/data/TRAIN/DR1/FSMA0/SX91.WAV,fallback_local_path,3
54,timit_dataset,timit_dataset/train/DR1/FSMA0/SX271.WAV,timit_root/data/TRAIN/DR1/FSMA0/SX271.WAV,fallback_local_path,3
55,timit_dataset,timit_dataset/train/DR1/FSMA0/SI991.WAV,timit_root/data/TRAIN/DR1/FSMA0/SI991.WAV,fallback_local_path,3
56,timit_dataset,timit_dataset/train/DR1/FSMA0/SA2.WAV,timit_root/data/TRAIN/DR1/FSMA0/SA2.WAV,fallback_local_path,3
57,timit_dataset,timit_dataset/train/DR1/FSMA0/SA1.WAV,timit_root/data/TRAIN/DR1/FSMA0/SA1.WAV,fallback_local_path,3
58,timit_dataset,timit_dataset/train/DR1/FSMA0/SX361.WAV,timit_root/data/TRAIN/DR1/FSMA0/SX361.WAV,fallback_local_path,3
59,timit_dataset,timit_dataset/train/DR1/FSMA0/SX181.WAV,timit_root/data/TRAIN/DR1/FSMA0/SX181.WAV,fallback_local_path,3
60,timit_dataset,timit_dataset/train/DR1/MRCG0/SX168.WAV,timit_root/data/TRAIN/DR1/MRCG0/SX168.WAV,fallback_local_path,3
61,timit_dataset,timit_dataset/train/DR1/MRCG0/SX78.WAV,timit_root/data/TRAIN/DR1/MRCG0/SX78.WAV,fallback_local_path,3
62,timit_dataset,timit_dataset/train/DR1/MRCG0/SI798.WAV,timit_root/data/TRAIN/DR1/MRCG0/SI798.WAV,fallback_local_path,3
63,timit_dataset,timit_dataset/train/DR1/MRCG0/SX258.WAV,timit_root/data/TRAIN/DR1/MRCG0/SX258.WAV,fallback_local_path,3
64,timit_dataset,timit_dataset/train/DR1/MRCG0/SX438.WAV,timit_root/data/TRAIN/DR1/MRCG0/SX438.WAV,fallback_local_path,3
65,timit_dataset,timit_dataset/train/DR1/MRCG0/SI1428.WAV,timit_root/data/TRAIN/DR1/MRCG0/SI1428.WAV,fallback_local_path,3
66,timit_dataset,timit_dataset/train/DR1/MRCG0/SA2.WAV,timit_root/data/TRAIN/DR1/MRCG0/SA2.WAV,fallback_local_path,3
67,timit_dataset,timit_dataset/train/DR1/MRCG0/SX348.WAV,timit_root/data/TRAIN/DR1/MRCG0/SX348.WAV,fallback_local_path,3
68,timit_dataset,timit_dataset/train/DR1/MRCG0/SA1.WAV,timit_root/data/TRAIN/DR1/MRCG0/SA1.WAV,fallback_local_path,3
69,timit_dataset,timit_dataset/train/DR1/MRCG0/SI2058.WAV,timit_root/data/TRAIN/DR1/MRCG0/SI2058.WAV,fallback_local_path,3
70,timit_dataset,timit_dataset/train/DR1/FDAW0/SX326.WAV,timit_root/data/TRAIN/DR1/FDAW0/SX326.WAV,fallback_local_path,3
71,timit_dataset,timit_dataset/train/DR1/FDAW0/SX146.WAV,timit_root/data/TRAIN/DR1/FDAW0/SX146.WAV,fallback_local_path,3
72,timit_dataset,timit_dataset/train/DR1/FDAW0/SX56.WAV,timit_root/data/TRAIN/DR1/FDAW0/SX56.WAV,fallback_local_path,3
73,timit_dataset,timit_dataset/train/DR1/FDAW0/SI1271.WAV,timit_root/data/TRAIN/DR1/FDAW0/SI1271.WAV,fallback_local_path,3
74,timit_dataset,timit_dataset/train/DR1/FDAW0/SX236.WAV,timit_root/data/TRAIN/DR1/FDAW0/SX236.WAV,fallback_local_path,3
75,timit_dataset,timit_dataset/train/DR1/FDAW0/SX416.WAV,timit_root/data/TRAIN/DR1/FDAW0/SX416.WAV,fallback_local_path,3
76,timit_dataset,timit_dataset/train/DR1/FDAW0/SI1406.WAV,timit_root/data/TRAIN/DR1/FDAW0/SI1406.WAV,fallback_local_path,3
77,timit_dataset,timit_dataset/train/DR1/FDAW0/SA2.WAV,timit_root/data/TRAIN/DR1/FDAW0/SA2.WAV,fallback_local_path,3
78,timit_dataset,timit_dataset/train/DR1/FDAW0/SA1.WAV,timit_root/data/TRAIN/DR1/FDAW0/SA1.WAV,fallback_local_path,3
79,timit_dataset,timit_dataset/train/DR1/FDAW0/SI2036.WAV,timit_root/data/TRAIN/DR1/FDAW0/SI2036.WAV,fallback_local_path,3
80,timit_dataset,timit_dataset/train/DR1/MPGH0/SI1554.WAV,timit_root/data/TRAIN/DR1/MPGH0/SI1554.WAV,fallback_local_path,3
81,timit_dataset,timit_dataset/train/DR1/MPGH0/SX24.WAV,timit_root/data/TRAIN/DR1/MPGH0/SX24.WAV,fallback_local_path,3
82,timit_dataset,timit_dataset/train/DR1/MPGH0/SI924.WAV,timit_root/data/TRAIN/DR1/MPGH0/SI924.WAV,fallback_local_path,3
83,timit_dataset,timit_dataset/train/DR1/MPGH0/SX114.WAV,timit_root/data/TRAIN/DR1/MPGH0/SX114.WAV,fallback_local_path,3
84,timit_dataset,timit_dataset/train/DR1/MPGH0/SX294.WAV,timit_root/data/TRAIN/DR1/MPGH0/SX294.WAV,fallback_local_path,3
85,timit_dataset,timit_dataset/train/DR1/MPGH0/SX204.WAV,timit_root/data/TRAIN/DR1/MPGH0/SX204.WAV,fallback_local_path,3
86,timit_dataset,timit_dataset/train/DR1/MPGH0/SX384.WAV,timit_root/data/TRAIN/DR1/MPGH0/SX384.WAV,fallback_local_path,3
87,timit_dataset,timit_dataset/train/DR1/MPGH0/SA2.WAV,timit_root/data/TRAIN/DR1/MPGH0/SA2.WAV,fallback_local_path,3
88,timit_dataset,timit_dataset/train/DR1/MPGH0/SA1.WAV,timit_root/data/TRAIN/DR1/MPGH0/SA1.WAV,fallback_local_path,3
89,timit_dataset,timit_dataset/train/DR1/MPGH0/SI675.WAV,timit_root/data/TRAIN/DR1/MPGH0/SI675.WAV,fallback_local_path,3
90,timit_dataset,timit_dataset/train/DR1/MWAR0/SX415.WAV,timit_root/data/TRAIN/DR1/MWAR0/SX415.WAV,fallback_local_path,3
91,timit_dataset,timit_dataset/train/DR1/MWAR0/SX55.WAV,timit_root/data/TRAIN/DR1/MWAR0/SX55.WAV,fallback_local_path,3
92,timit_dataset,timit_dataset/train/DR1/MWAR0/SX325.WAV,timit_root/data/TRAIN/DR1/MWAR0/SX325.WAV,fallback_local_path,3
93,timit_dataset,timit_dataset/train/DR1/MWAR0/SI2305.WAV,timit_root/data/TRAIN/DR1/MWAR0/SI2305.WAV,fallback_local_path,3
94,timit_dataset,timit_dataset/train/DR1/MWAR0/SI1675.WAV,timit_root/data/TRAIN/DR1/MWAR0/SI1675.WAV,fallback_local_path,3
95,timit_dataset,timit_dataset/train/DR1/MWAR0/SI1045.WAV,timit_root/data/TRAIN/DR1/MWAR0/SI1045.WAV,fallback_local_path,3
96,timit_dataset,timit_dataset/train/DR1/MWAR0/SX235.WAV,timit_root/data/TRAIN/DR1/MWAR0/SX235.WAV,fallback_local_path,3
97,timit_dataset,timit_dataset/train/DR1/MWAR0/SX145.WAV,timit_root/data/TRAIN/DR1/MWAR0/SX145.WAV,fallback_local_path,3
98,timit_dataset,timit_dataset/train/DR1/MWAR0/SA2.WAV,timit_root/data/TRAIN/DR1/MWAR0/SA2.WAV,fallback_local_path,3
99,timit_dataset,timit_dataset/train/DR1/MWAR0/SA1.WAV,timit_root/data/TRAIN/DR1/MWAR0/SA1.WAV,fallback_local_path,3
100,timit_dataset,timit_dataset/train/DR1/MRSO0/SI2289.WAV,timit_root/data/TRAIN/DR1/MRSO0/SI2289.WAV,fallback_local_path,3
101,timit_dataset,timit_dataset/train/DR1/MRSO0/SX129.WAV,timit_root/data/TRAIN/DR1/MRSO0/SX129.WAV,fallback_local_path,3
102,timit_dataset,timit_dataset/train/DR1/MRSO0/SX39.WAV,timit_root/data/TRAIN/DR1/MRSO0/SX39.WAV,fallback_local_path,3
103,timit_dataset,timit_dataset/train/DR1/MRSO0/SX399.WAV,timit_root/data/TRAIN/DR1/MRSO0/SX399.WAV,fallback_local_path,3
104,timit_dataset,timit_dataset/train/DR1/MRSO0/SX309.WAV,timit_root/data/TRAIN/DR1/MRSO0/SX309.WAV,fallback_local_path,3
105,timit_dataset,timit_dataset/train/DR1/MRSO0/SI1659.WAV,timit_root/data/TRAIN/DR1/MRSO0/SI1659.WAV,fallback_local_path,3
106,timit_dataset,timit_dataset/train/DR1/MRSO0/SX219.WAV,timit_root/data/TRAIN/DR1/MRSO0/SX219.WAV,fallback_local_path,3
107,timit_dataset,timit_dataset/train/DR1/MRSO0/SI1206.WAV,timit_root/data/TRAIN/DR1/MRSO0/SI1206.WAV,fallback_local_path,3
108,timit_dataset,timit_dataset/train/DR1/MRSO0/SA2.WAV,timit_root/data/TRAIN/DR1/MRSO0/SA2.WAV,fallback_local_path,3
109,timit_dataset,timit_dataset/train/DR1/MRSO0/SA1.WAV,timit_root/data/TRAIN/DR1/MRSO0/SA1.WAV,fallback_local_path,3
110,timit_dataset,timit_dataset/train/DR1/MGRL0/SX417.WAV,timit_root/data/TRAIN/DR1/MGRL0/SX417.WAV,fallback_local_path,3
111,timit_dataset,timit_dataset/train/DR1/MGRL0/SX237.WAV,timit_root/data/TRAIN/DR1/MGRL0/SX237.WAV,fallback_local_path,3
112,timit_dataset,timit_dataset/train/DR1/MGRL0/SI1497.WAV,timit_root/data/TRAIN/DR1/MGRL0/SI1497.WAV,fallback_local_path,3
113,timit_dataset,timit_dataset/train/DR1/MGRL0/SI2127.WAV,timit_root/data/TRAIN/DR1/MGRL0/SI2127.WAV,fallback_local_path,3
114,timit_dataset,timit_dataset/train/DR1/MGRL0/SX57.WAV,timit_root/data/TRAIN/DR1/MGRL0/SX57.WAV,fallback_local_path,3
115,timit_dataset,timit_dataset/train/DR1/MGRL0/SX327.WAV,timit_root/data/TRAIN/DR1/MGRL0/SX327.WAV,fallback_local_path,3
116,timit_dataset,timit_dataset/train/DR1/MGRL0/SX147.WAV,timit_root/data/TRAIN/DR1/MGRL0/SX147.WAV,fallback_local_path,3
117,timit_dataset,timit_dataset/train/DR1/MGRL0/SI867.WAV,timit_root/data/TRAIN/DR1/MGRL0/SI867.WAV,fallback_local_path,3
118,timit_dataset,timit_dataset/train/DR1/MGRL0/SA2.WAV,timit_root/data/TRAIN/DR1/MGRL0/SA2.WAV,fallback_local_path,3
119,timit_dataset,timit_dataset/train/DR1/MGRL0/SA1.WAV,timit_root/data/TRAIN/DR1/MGRL0/SA1.WAV,fallback_local_path,3
120,timit_dataset,timit_dataset/train/DR1/FSAH0/SX434.WAV,timit_root/data/TRAIN/DR1/FSAH0/SX434.WAV,fallback_local_path,3
121,timit_dataset,timit_dataset/train/DR1/FSAH0/SX344.WAV,timit_root/data/TRAIN/DR1/FSAH0/SX344.WAV,fallback_local_path,3
122,timit_dataset,timit_dataset/train/DR1/FSAH0/SX327.WAV,timit_root/data/TRAIN/DR1/FSAH0/SX327.WAV,fallback_local_path,3
123,timit_dataset,timit_dataset/train/DR1/FSAH0/SI1244.WAV,timit_root/data/TRAIN/DR1/FSAH0/SI1244.WAV,fallback_local_path,3
124,timit_dataset,timit_dataset/train/DR1/FSAH0/SX74.WAV,timit_root/data/TRAIN/DR1/FSAH0/SX74.WAV,fallback_local_path,3
125,timit_dataset,timit_dataset/train/DR1/FSAH0/SX164.WAV,timit_root/data/TRAIN/DR1/FSAH0/SX164.WAV,fallback_local_path,3
126,timit_dataset,timit_dataset/train/DR1/FSAH0/SI614.WAV,timit_root/data/TRAIN/DR1/FSAH0/SI614.WAV,fallback_local_path,3
127,timit_dataset,timit_dataset/train/DR1/FSAH0/SA2.WAV,timit_root/data/TRAIN/DR1/FSAH0/SA2.WAV,fallback_local_path,3
128,timit_dataset,timit_dataset/train/DR1/FSAH0/SA1.WAV,timit_root/data/TRAIN/DR1/FSAH0/SA1.WAV,fallback_local_path,3
129,timit_dataset,timit_dataset/train/DR1/FSAH0/SI1874.WAV,timit_root/data/TRAIN/DR1/FSAH0/SI1874.WAV,fallback_local_path,3
130,timit_dataset,timit_dataset/train/DR1/MDAC0/SI1837.WAV,timit_root/data/TRAIN/DR1/MDAC0/SI1837.WAV,fallback_local_path,3
131,timit_dataset,timit_dataset/train/DR1/MDAC0/SX451.WAV,timit_root/data/TRAIN/DR1/MDAC0/SX451.WAV,fallback_local_path,3
132,timit_dataset,timit_dataset/train/DR1/MDAC0/SI631.WAV,timit_root/data/TRAIN/DR1/MDAC0/SI631.WAV,fallback_local_path,3
133,timit_dataset,timit_dataset/train/DR1/MDAC0/SX91.WAV,timit_root/data/TRAIN/DR1/MDAC0/SX91.WAV,fallback_local_path,3
134,timit_dataset,timit_dataset/train/DR1/MDAC0/SI1261.WAV,timit_root/data/TRAIN/DR1/MDAC0/SI1261.WAV,fallback_local_path,3
135,timit_dataset,timit_dataset/train/DR1/MDAC0/SX271.WAV,timit_root/data/TRAIN/DR1/MDAC0/SX271.WAV,fallback_local_path,3
136,timit_dataset,timit_dataset/train/DR1/MDAC0/SA2.WAV,timit_root/data/TRAIN/DR1/MDAC0/SA2.WAV,fallback_local_path,3
137,timit_dataset,timit_dataset/train/DR1/MDAC0/SA1.WAV,timit_root/data/TRAIN/DR1/MDAC0/SA1.WAV,fallback_local_path,3
138,timit_dataset,timit_dataset/train/DR1/MDAC0/SX361.WAV,timit_root/data/TRAIN/DR1/MDAC0/SX361.WAV,fallback_local_path,3
139,timit_dataset,timit_dataset/train/DR1/MDAC0/SX181.WAV,timit_root/data/TRAIN/DR1/MDAC0/SX181.WAV,fallback_local_path,3
140,timit_dataset,timit_dataset/train/DR1/MMGG0/SI1079.WAV,timit_root/data/TRAIN/DR1/MMGG0/SI1079.WAV,fallback_local_path,3
141,timit_dataset,timit_dataset/train/DR1/MMGG0/SX359.WAV,timit_root/data/TRAIN/DR1/MMGG0/SX359.WAV,fallback_local_path,3
142,timit_dataset,timit_dataset/train/DR1/MMGG0/SI1709.WAV,timit_root/data/TRAIN/DR1/MMGG0/SI1709.WAV,fallback_local_path,3
143,timit_dataset,timit_dataset/train/DR1/MMGG0/SX179.WAV,timit_root/data/TRAIN/DR1/MMGG0/SX179.WAV,fallback_local_path,3
144,timit_dataset,timit_dataset/train/DR1/MMGG0/SI2339.WAV,timit_root/data/TRAIN/DR1/MMGG0/SI2339.WAV,fallback_local_path,3
145,timit_dataset,timit_dataset/train/DR1/MMGG0/SX269.WAV,timit_root/data/TRAIN/DR1/MMGG0/SX269.WAV,fallback_local_path,3
146,timit_dataset,timit_dataset/train/DR1/MMGG0/SX89.WAV,timit_root/data/TRAIN/DR1/MMGG0/SX89.WAV,fallback_local_path,3
147,timit_dataset,timit_dataset/train/DR1/MMGG0/SX449.WAV,timit_root/data/TRAIN/DR1/MMGG0/SX449.WAV,fallback_local_path,3
148,timit_dataset,timit_dataset/train/DR1/MMGG0/SA2.WAV,timit_root/data/TRAIN/DR1/MMGG0/SA2.WAV,fallback_local_path,3
149,timit_dataset,timit_dataset/train/DR1/MMGG0/SA1.WAV,timit_root/data/TRAIN/DR1/MMGG0/SA1.WAV,fallback_local_path,3
150,timit_dataset,timit_dataset/train/DR1/FJSP0/SI1763.WAV,timit_root/data/TRAIN/DR1/FJSP0/SI1763.WAV,fallback_local_path,3
151,timit_dataset,timit_dataset/train/DR1/FJSP0/SI804.WAV,timit_root/data/TRAIN/DR1/FJSP0/SI804.WAV,fallback_local_path,3
152,timit_dataset,timit_dataset/train/DR1/FJSP0/SX264.WAV,timit_root/data/TRAIN/DR1/FJSP0/SX264.WAV,fallback_local_path,3
153,timit_dataset,timit_dataset/train/DR1/FJSP0/SX354.WAV,timit_root/data/TRAIN/DR1/FJSP0/SX354.WAV,fallback_local_path,3
154,timit_dataset,timit_dataset/train/DR1/FJSP0/SX444.WAV,timit_root/data/TRAIN/DR1/FJSP0/SX444.WAV,fallback_local_path,3
155,timit_dataset,timit_dataset/train/DR1/FJSP0/SX84.WAV,timit_root/data/TRAIN/DR1/FJSP0/SX84.WAV,fallback_local_path,3
156,timit_dataset,timit_dataset/train/DR1/FJSP0/SI1434.WAV,timit_root/data/TRAIN/DR1/FJSP0/SI1434.WAV,fallback_local_path,3
157,timit_dataset,timit_dataset/train/DR1/FJSP0/SA2.WAV,timit_root/data/TRAIN/DR1/FJSP0/SA2.WAV,fallback_local_path,3
158,timit_dataset,timit_dataset/train/DR1/FJSP0/SX174.WAV,timit_root/data/TRAIN/DR1/FJSP0/SX174.WAV,fallback_local_path,3
159,timit_dataset,timit_dataset/train/DR1/FJSP0/SA1.WAV,timit_root/data/TRAIN/DR1/FJSP0/SA1.WAV,fallback_local_path,3
160,timit_dataset,timit_dataset/train/DR1/FTBR0/SX381.WAV,timit_root/data/TRAIN/DR1/FTBR0/SX381.WAV,fallback_local_path,3
161,timit_dataset,timit_dataset/train/DR1/FTBR0/SX111.WAV,timit_root/data/TRAIN/DR1/FTBR0/SX111.WAV,fallback_local_path,3
162,timit_dataset,timit_dataset/train/DR1/FTBR0/SI1402.WAV,timit_root/data/TRAIN/DR1/FTBR0/SI1402.WAV,fallback_local_path,3
163,timit_dataset,timit_dataset/train/DR1/FTBR0/SI921.WAV,timit_root/data/TRAIN/DR1/FTBR0/SI921.WAV,fallback_local_path,3
164,timit_dataset,timit_dataset/train/DR1/FTBR0/SI2181.WAV,timit_root/data/TRAIN/DR1/FTBR0/SI2181.WAV,fallback_local_path,3
165,timit_dataset,timit_dataset/train/DR1/FTBR0/SX291.WAV,timit_root/data/TRAIN/DR1/FTBR0/SX291.WAV,fallback_local_path,3
166,timit_dataset,timit_dataset/train/DR1/FTBR0/SX201.WAV,timit_root/data/TRAIN/DR1/FTBR0/SX201.WAV,fallback_local_path,3
167,timit_dataset,timit_dataset/train/DR1/FTBR0/SA2.WAV,timit_root/data/TRAIN/DR1/FTBR0/SA2.WAV,fallback_local_path,3
168,timit_dataset,timit_dataset/train/DR1/FTBR0/SX21.WAV,timit_root/data/TRAIN/DR1/FTBR0/SX21.WAV,fallback_local_path,3
169,timit_dataset,timit_dataset/train/DR1/FTBR0/SA1.WAV,timit_root/data/TRAIN/DR1/FTBR0/SA1.WAV,fallback_local_path,3
170,timit_dataset,timit_dataset/train/DR1/FVFB0/SX42.WAV,timit_root/data/TRAIN/DR1/FVFB0/SX42.WAV,fallback_local_path,3
171,timit_dataset,timit_dataset/train/DR1/FVFB0/SI1510.WAV,timit_root/data/TRAIN/DR1/FVFB0/SI1510.WAV,fallback_local_path,3
172,timit_dataset,timit_dataset/train/DR1/FVFB0/SI2292.WAV,timit_root/data/TRAIN/DR1/FVFB0/SI2292.WAV,fallback_local_path,3
173,timit_dataset,timit_dataset/train/DR1/FVFB0/SI1032.WAV,timit_root/data/TRAIN/DR1/FVFB0/SI1032.WAV,fallback_local_path,3
174,timit_dataset,timit_dataset/train/DR1/FVFB0/SX402.WAV,timit_root/data/TRAIN/DR1/FVFB0/SX402.WAV,fallback_local_path,3
175,timit_dataset,timit_dataset/train/DR1/FVFB0/SX222.WAV,timit_root/data/TRAIN/DR1/FVFB0/SX222.WAV,fallback_local_path,3
176,timit_dataset,timit_dataset/train/DR1/FVFB0/SX312.WAV,timit_root/data/TRAIN/DR1/FVFB0/SX312.WAV,fallback_local_path,3
177,timit_dataset,timit_dataset/train/DR1/FVFB0/SA2.WAV,timit_root/data/TRAIN/DR1/FVFB0/SA2.WAV,fallback_local_path,3
178,timit_dataset,timit_dataset/train/DR1/FVFB0/SA1.WAV,timit_root/data/TRAIN/DR1/FVFB0/SA1.WAV,fallback_local_path,3
