row_index,audio_path,speaker_id,split,gender,age,ethnicity,embedding_family,pdaf_mode,x,y
46,ears_dataset_processed/val/p101/rainbow_07_lowpitch_0_160000.wav,p101,val,male,46-55,black or african american,pdaf,neutral_mel128,-1.6658673,-56.12006
47,ears_dataset_processed/val/p101/freeform_speech_05_2560000_2720000.wav,p101,val,male,46-55,black or african american,pdaf,neutral_mel128,-30.095694,-34.498184
48,ears_dataset_processed/val/p101/emo_distress_freeform_0_160000.wav,p101,val,male,46-55,black or african american,pdaf,neutral_mel128,-48.326683,-16.637846
49,ears_dataset_processed/val/p101/freeform_speech_03_1920000_2080000.wav,p101,val,male,46-55,black or african american,pdaf,neutral_mel128,-31.913378,-23.921947
50,ears_dataset_processed/val/p101/freeform_speech_01_1440000_1600000.wav,p101,val,male,46-55,black or african american,pdaf,neutral_mel128,-25.574282,-57.812912
51,ears_dataset_processed/val/p101/freeform_speech_01_2560000_2720000.wav,p101,val,male,46-55,black or african american,pdaf,neutral_mel128,21.056189,-53.319653
52,ears_dataset_processed/val/p101/freeform_speech_03_640000_800000.wav,p101,val,male,46-55,black or african american,pdaf,neutral_mel128,-30.278313,-36.52276
53,ears_dataset_processed/val/p066/freeform_speech_04_2720000_2880000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,24.727592,2.421705
54,ears_dataset_processed/val/p066/sentences_17_regular_0_160000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,25.926657,0.37480342
55,ears_dataset_processed/val/p066/freeform_speech_02_640000_800000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,26.297476,-9.056102
56,ears_dataset_processed/val/p066/freeform_speech_06_1440000_1600000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,25.400694,-4.715866
57,ears_dataset_processed/val/p066/freeform_speech_05_0_160000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,25.762724,-7.561523
58,ears_dataset_processed/val/p066/freeform_speech_06_2400000_2560000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,24.136648,-6.618254
59,ears_dataset_processed/val/p066/rainbow_08_highpitch_0_160000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-35.784187,40.130627
60,ears_dataset_processed/val/p066/freeform_speech_02_1760000_1920000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,25.431126,-6.191989
61,ears_dataset_processed/val/p066/freeform_speech_02_480000_640000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,40.84487,-2.759656
62,ears_dataset_processed/val/p066/rainbow_08_slow_0_160000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,27.500967,-6.584056
63,ears_dataset_processed/val/p066/freeform_speech_04_640000_800000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,27.35284,-3.9294002
64,ears_dataset_processed/val/p066/rainbow_01_highpitch_0_156072.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-27.092995,40.630386
65,ears_dataset_processed/val/p066/rainbow_07_regular_0_160000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,26.6811,-6.6565685
66,ears_dataset_processed/val/p066/emo_disgust_sentences_0_160000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,25.187065,1.990454
67,ears_dataset_processed/val/p066/emo_extasy_freeform_0_160000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-41.97292,45.413387
68,ears_dataset_processed/val/p066/freeform_speech_04_2560000_2720000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,27.05429,-6.318226
69,ears_dataset_processed/val/p066/emo_desire_sentences_0_160000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,2.487508,1.7577837
70,ears_dataset_processed/val/p066/freeform_speech_05_1120000_1280000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,27.10081,-5.4246664
71,ears_dataset_processed/val/p066/sentences_02_regular_0_160000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,29.343372,-7.251499
72,ears_dataset_processed/val/p066/freeform_speech_01_0_160000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,24.037155,-8.753918
73,ears_dataset_processed/val/p066/emo_neutral_sentences_0_160000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,26.963715,-7.1035256
74,ears_dataset_processed/val/p066/rainbow_03_slow_0_160000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-27.867659,8.983815
75,ears_dataset_processed/val/p066/emo_anger_freeform_0_160000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-34.165283,40.87833
76,ears_dataset_processed/val/p066/rainbow_03_highpitch_0_160000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-36.892708,39.843426
77,ears_dataset_processed/val/p066/rainbow_07_whisper_0_160000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,3.7839339,-6.4566913
78,ears_dataset_processed/val/p066/rainbow_08_regular_0_160000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,26.919079,-6.61858
79,ears_dataset_processed/val/p066/freeform_speech_02_1440000_1600000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,23.52929,-4.137619
80,ears_dataset_processed/val/p066/freeform_speech_05_1280000_1440000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,27.092009,-4.3391194
81,ears_dataset_processed/val/p066/freeform_speech_06_320000_480000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,25.37737,7.003581
82,ears_dataset_processed/val/p066/sentences_06_loud_0_160000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-29.252169,35.75069
83,ears_dataset_processed/val/p066/rainbow_08_highpitch_160000_320000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-32.36882,28.232018
84,ears_dataset_processed/val/p066/sentences_02_lowpitch_0_160000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,49.1659,-5.8734145
85,ears_dataset_processed/val/p066/emo_disappointment_freeform_0_160000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-19.203001,1.7735988
86,ears_dataset_processed/val/p066/freeform_speech_05_320000_480000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,26.220263,-7.732806
87,ears_dataset_processed/val/p066/sentences_15_regular_0_160000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,25.778536,-6.4675355
88,ears_dataset_processed/val/p066/sentences_18_regular_0_160000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,25.005432,-6.166813
89,ears_dataset_processed/val/p066/freeform_speech_06_640000_800000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,26.115187,-5.6466017
90,ears_dataset_processed/val/p066/sentences_07_slow_0_160000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,25.039408,5.9716535
91,ears_dataset_processed/val/p066/freeform_speech_03_0_160000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,26.059433,-5.4408035
92,ears_dataset_processed/val/p066/freeform_speech_05_160000_320000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,25.708733,2.2552571
93,ears_dataset_processed/val/p066/emo_serenity_sentences_0_160000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,24.245766,-3.6273887
94,ears_dataset_processed/val/p066/rainbow_06_loud_0_160000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-32.508057,28.781324
95,ears_dataset_processed/val/p066/emo_contentment_freeform_0_160000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-21.326485,-39.46137
96,ears_dataset_processed/val/p066/emo_confusion_sentences_0_130359.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-30.400799,-7.497332
97,ears_dataset_processed/val/p066/freeform_speech_01_2240000_2400000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,26.324833,-8.139669
98,ears_dataset_processed/val/p066/rainbow_05_loud_0_160000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,1.7283907,34.989918
99,ears_dataset_processed/val/p066/freeform_speech_04_2400000_2560000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-25.336761,-54.907127
100,ears_dataset_processed/val/p066/freeform_speech_03_2400000_2560000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,25.001572,-6.646979
101,ears_dataset_processed/val/p066/freeform_speech_04_1760000_1920000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,47.907703,-0.23671605
102,ears_dataset_processed/val/p066/rainbow_08_regular_160000_320000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,26.567453,-5.347481
103,ears_dataset_processed/val/p066/emo_interest_freeform_0_160000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,2.0598214,2.1057365
104,ears_dataset_processed/val/p066/rainbow_06_highpitch_0_160000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-33.39929,40.623173
105,ears_dataset_processed/val/p066/freeform_speech_03_640000_800000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,39.612637,-7.3348804
106,ears_dataset_processed/val/p066/freeform_speech_06_0_160000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,26.885292,-5.0947413
107,ears_dataset_processed/val/p073/freeform_speech_04_2720000_2880000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,44.123962,-28.51487
108,ears_dataset_processed/val/p073/sentences_13_lowpitch_0_160000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,32.631584,-17.332066
109,ears_dataset_processed/val/p073/freeform_speech_06_2400000_2560000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,-5.4379153,-16.401674
110,ears_dataset_processed/val/p073/rainbow_08_whisper_0_160000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,12.022586,1.3528552
111,ears_dataset_processed/val/p073/freeform_speech_02_480000_640000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,42.046944,-26.685808
112,ears_dataset_processed/val/p073/rainbow_08_slow_0_160000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,45.492973,-25.459118
113,ears_dataset_processed/val/p073/rainbow_06_slow_160000_320000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,7.925511,-48.990776
114,ears_dataset_processed/val/p073/freeform_speech_04_2880000_3040000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,54.50923,-7.2232475
115,ears_dataset_processed/val/p073/freeform_speech_02_2560000_2720000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,32.34392,-18.871567
116,ears_dataset_processed/val/p073/freeform_speech_05_1600000_1760000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,47.745125,-28.916729
117,ears_dataset_processed/val/p073/emo_disgust_sentences_0_160000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,50.629234,-13.986255
118,ears_dataset_processed/val/p073/freeform_speech_02_1920000_2080000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,54.735527,-18.79973
119,ears_dataset_processed/val/p073/emo_extasy_freeform_0_156977.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,53.547314,18.505604
120,ears_dataset_processed/val/p073/freeform_speech_03_960000_1120000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,43.643467,-16.772947
121,ears_dataset_processed/val/p073/sentences_11_highpitch_0_160000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,-27.199833,42.939476
122,ears_dataset_processed/val/p073/rainbow_03_whisper_0_160000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,10.618649,0.77233213
123,ears_dataset_processed/val/p073/emo_desire_sentences_0_160000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,43.08748,-13.137531
124,ears_dataset_processed/val/p073/freeform_speech_02_800000_960000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,44.45758,-26.218824
125,ears_dataset_processed/val/p073/sentences_01_fast_0_116214.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,44.41821,-26.59238
126,ears_dataset_processed/val/p073/rainbow_05_slow_320000_480000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,49.7965,-14.683363
127,ears_dataset_processed/val/p073/freeform_speech_01_0_160000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,36.164013,-38.329216
128,ears_dataset_processed/val/p073/rainbow_03_slow_0_160000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,-35.916054,-10.318285
129,ears_dataset_processed/val/p073/interjection_congratulations_0_160000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,45.228363,16.400072
130,ears_dataset_processed/val/p073/sentences_10_fast_0_127659.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,47.21261,-29.916985
131,ears_dataset_processed/val/p073/emo_confusion_sentences_0_120804.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,44.40349,-19.286703
132,ears_dataset_processed/val/p073/sentences_16_regular_0_147248.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,44.672615,-25.896069
133,ears_dataset_processed/val/p073/freeform_speech_05_1280000_1440000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,3.9446232,19.835493
134,ears_dataset_processed/val/p073/freeform_speech_05_1440000_1600000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,44.032436,-15.174383
135,ears_dataset_processed/val/p073/emo_sadness_freeform_0_160000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,35.749813,-36.81268
136,ears_dataset_processed/val/p073/emo_extasy_sentences_0_136889.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,30.817905,14.737022
137,ears_dataset_processed/val/p073/rainbow_01_highpitch_0_160000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,-56.48545,8.590785
138,ears_dataset_processed/val/p073/rainbow_07_slow_0_160000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,42.159164,-32.076782
139,ears_dataset_processed/val/p073/freeform_speech_05_320000_480000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,26.88434,-24.43712
140,ears_dataset_processed/val/p073/freeform_speech_06_1120000_1280000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,62.090508,5.860249
141,ears_dataset_processed/val/p073/melodic_happy_birthday_0_160000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,43.950603,51.87915
142,ears_dataset_processed/val/p073/rainbow_05_whisper_0_160000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,7.433389,-4.3487206
143,ears_dataset_processed/val/p073/sentences_14_lowpitch_0_160000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,42.86839,-12.445255
144,ears_dataset_processed/val/p073/sentences_07_slow_160000_320000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,-3.0411704,-19.087929
145,ears_dataset_processed/val/p073/freeform_speech_05_160000_320000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,44.002228,-28.422756
146,ears_dataset_processed/val/p073/emo_serenity_sentences_0_160000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,32.571865,-18.955236
147,ears_dataset_processed/val/p073/rainbow_06_loud_0_160000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,34.842842,-9.359747
148,ears_dataset_processed/val/p073/sentences_01_slow_0_160000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,45.06783,-27.69964
149,ears_dataset_processed/val/p073/freeform_speech_01_2240000_2400000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,53.195324,13.785052
150,ears_dataset_processed/val/p073/emo_embarassment_freeform_0_149744.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,42.359795,-17.985495
151,ears_dataset_processed/val/p073/rainbow_05_loud_0_160000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,-22.487629,46.43316
152,ears_dataset_processed/val/p073/freeform_speech_04_2400000_2560000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,43.887844,-15.576703
153,ears_dataset_processed/val/p073/rainbow_01_whisper_0_160000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,10.848007,0.84210855
154,ears_dataset_processed/val/p073/rainbow_08_slow_640000_800000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,47.202297,-12.223997
155,ears_dataset_processed/val/p073/freeform_speech_02_1600000_1760000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,53.65853,29.183968
156,ears_dataset_processed/val/p073/emo_anger_freeform_0_153468.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,37.917126,-5.7534227
157,ears_dataset_processed/val/p073/rainbow_08_slow_480000_640000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,43.177006,-2.7566903
158,ears_dataset_processed/val/p073/freeform_speech_05_2560000_2720000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,23.550306,-25.692406
159,ears_dataset_processed/val/p073/emo_interest_freeform_0_160000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,46.331528,-7.2268677
160,ears_dataset_processed/val/p073/sentences_20_regular_0_160000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,44.572655,-26.144058
161,ears_dataset_processed/val/p073/freeform_speech_03_640000_800000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,42.930515,-12.5615225
162,ears_dataset_processed/val/p003/freeform_speech_02_2400000_2560000.wav,p003,val,female,26-35,black or african american,pdaf,neutral_mel128,31.89621,48.653316
163,ears_dataset_processed/val/p003/sentences_17_regular_0_160000.wav,p003,val,female,26-35,black or african american,pdaf,neutral_mel128,0.22534902,42.357315
164,ears_dataset_processed/val/p003/emo_extasy_sentences_0_160000.wav,p003,val,female,26-35,black or african american,pdaf,neutral_mel128,4.6440535,60.1744
165,ears_dataset_processed/val/p003/freeform_speech_06_2400000_2560000.wav,p003,val,female,26-35,black or african american,pdaf,neutral_mel128,30.730759,7.107652
166,ears_dataset_processed/val/p003/freeform_speech_02_0_160000.wav,p003,val,female,26-35,black or african american,pdaf,neutral_mel128,31.801018,47.609386
167,ears_dataset_processed/val/p003/freeform_speech_06_2080000_2240000.wav,p003,val,female,26-35,black or african american,pdaf,neutral_mel128,24.728,51.721607
168,ears_dataset_processed/val/p003/freeform_speech_02_1760000_1920000.wav,p003,val,female,26-35,black or african american,pdaf,neutral_mel128,20.754034,58.28189
169,ears_dataset_processed/val/p003/sentences_02_loud_0_160000.wav,p003,val,female,26-35,black or african american,pdaf,neutral_mel128,29.51824,56.303967
170,ears_dataset_processed/val/p003/freeform_speech_03_1760000_1920000.wav,p003,val,female,26-35,black or african american,pdaf,neutral_mel128,40.562157,42.658005
171,ears_dataset_processed/val/p003/rainbow_07_regular_0_160000.wav,p003,val,female,26-35,black or african american,pdaf,neutral_mel128,32.68148,45.16397
172,ears_dataset_processed/val/p003/freeform_speech_04_2240000_2400000.wav,p003,val,female,26-35,black or african american,pdaf,neutral_mel128,20.057907,8.930158
173,ears_dataset_processed/val/p003/freeform_speech_05_640000_800000.wav,p003,val,female,26-35,black or african american,pdaf,neutral_mel128,21.878923,57.30899
174,ears_dataset_processed/val/p003/freeform_speech_04_1600000_1760000.wav,p003,val,female,26-35,black or african american,pdaf,neutral_mel128,25.406075,42.487877
175,ears_dataset_processed/val/p003/emo_disgust_sentences_0_160000.wav,p003,val,female,26-35,black or african american,pdaf,neutral_mel128,40.718094,35.180443
176,ears_dataset_processed/val/p003/freeform_speech_02_1920000_2080000.wav,p003,val,female,26-35,black or african american,pdaf,neutral_mel128,23.657084,53.183914
177,ears_dataset_processed/val/p003/emo_extasy_freeform_0_160000.wav,p003,val,female,26-35,black or african american,pdaf,neutral_mel128,-30.692787,43.739662
178,ears_dataset_processed/val/p003/rainbow_02_loud_0_160000.wav,p003,val,female,26-35,black or african american,pdaf,neutral_mel128,29.848537,30.790104
179,ears_dataset_processed/val/p003/freeform_speech_06_1760000_1920000.wav,p003,val,female,26-35,black or african american,pdaf,neutral_mel128,21.753147,57.536533
180,ears_dataset_processed/val/p003/freeform_speech_02_960000_1120000.wav,p003,val,female,26-35,black or african american,pdaf,neutral_mel128,20.440067,58.672672
