row_index,audio_path,speaker_id,split,gender,age,ethnicity,embedding_family,x,y
61,ears_dataset_processed/val/p066/freeform_speech_02_480000_640000.wav,p066,val,female,46-55,white or caucasian,ecapa,-20.684265,9.871284
62,ears_dataset_processed/val/p066/rainbow_08_slow_0_160000.wav,p066,val,female,46-55,white or caucasian,ecapa,-59.75024,-39.80857
63,ears_dataset_processed/val/p066/freeform_speech_04_640000_800000.wav,p066,val,female,46-55,white or caucasian,ecapa,-62.415943,-39.115635
64,ears_dataset_processed/val/p066/rainbow_01_highpitch_0_156072.wav,p066,val,female,46-55,white or caucasian,ecapa,-54.288143,-33.22381
65,ears_dataset_processed/val/p066/rainbow_07_regular_0_160000.wav,p066,val,female,46-55,white or caucasian,ecapa,-60.59177,-38.533104
66,ears_dataset_processed/val/p066/emo_disgust_sentences_0_160000.wav,p066,val,female,46-55,white or caucasian,ecapa,-60.278225,-38.36478
67,ears_dataset_processed/val/p066/emo_extasy_freeform_0_160000.wav,p066,val,female,46-55,white or caucasian,ecapa,-14.976032,-32.110733
68,ears_dataset_processed/val/p066/freeform_speech_04_2560000_2720000.wav,p066,val,female,46-55,white or caucasian,ecapa,-60.608578,-39.161247
69,ears_dataset_processed/val/p066/emo_desire_sentences_0_160000.wav,p066,val,female,46-55,white or caucasian,ecapa,-18.871874,-20.86912
70,ears_dataset_processed/val/p066/freeform_speech_05_1120000_1280000.wav,p066,val,female,46-55,white or caucasian,ecapa,-61.306034,-38.351406
71,ears_dataset_processed/val/p066/sentences_02_regular_0_160000.wav,p066,val,female,46-55,white or caucasian,ecapa,-58.66709,-38.39106
72,ears_dataset_processed/val/p066/freeform_speech_01_0_160000.wav,p066,val,female,46-55,white or caucasian,ecapa,-60.62907,-40.029007
73,ears_dataset_processed/val/p066/emo_neutral_sentences_0_160000.wav,p066,val,female,46-55,white or caucasian,ecapa,-59.683357,-39.3795
74,ears_dataset_processed/val/p066/rainbow_03_slow_0_160000.wav,p066,val,female,46-55,white or caucasian,ecapa,-57.28527,-38.168972
75,ears_dataset_processed/val/p066/emo_anger_freeform_0_160000.wav,p066,val,female,46-55,white or caucasian,ecapa,-19.852295,-29.973307
76,ears_dataset_processed/val/p066/rainbow_03_highpitch_0_160000.wav,p066,val,female,46-55,white or caucasian,ecapa,-22.555422,-33.6965
77,ears_dataset_processed/val/p066/rainbow_07_whisper_0_160000.wav,p066,val,female,46-55,white or caucasian,ecapa,-14.326899,0.69768995
78,ears_dataset_processed/val/p066/rainbow_08_regular_0_160000.wav,p066,val,female,46-55,white or caucasian,ecapa,-59.854435,-39.59235
79,ears_dataset_processed/val/p066/freeform_speech_02_1440000_1600000.wav,p066,val,female,46-55,white or caucasian,ecapa,-61.259724,-39.25897
80,ears_dataset_processed/val/p066/freeform_speech_05_1280000_1440000.wav,p066,val,female,46-55,white or caucasian,ecapa,-61.320034,-38.983505
81,ears_dataset_processed/val/p066/freeform_speech_06_320000_480000.wav,p066,val,female,46-55,white or caucasian,ecapa,-61.477097,-38.58363
82,ears_dataset_processed/val/p066/sentences_06_loud_0_160000.wav,p066,val,female,46-55,white or caucasian,ecapa,-53.685204,-33.20535
83,ears_dataset_processed/val/p066/rainbow_08_highpitch_160000_320000.wav,p066,val,female,46-55,white or caucasian,ecapa,-54.603985,-33.063816
84,ears_dataset_processed/val/p066/sentences_02_lowpitch_0_160000.wav,p066,val,female,46-55,white or caucasian,ecapa,7.2996345,13.2635765
85,ears_dataset_processed/val/p066/emo_disappointment_freeform_0_160000.wav,p066,val,female,46-55,white or caucasian,ecapa,-25.946098,-27.929966
86,ears_dataset_processed/val/p066/freeform_speech_05_320000_480000.wav,p066,val,female,46-55,white or caucasian,ecapa,-60.918484,-39.061394
87,ears_dataset_processed/val/p066/sentences_15_regular_0_160000.wav,p066,val,female,46-55,white or caucasian,ecapa,-61.889626,-39.027523
88,ears_dataset_processed/val/p066/sentences_18_regular_0_160000.wav,p066,val,female,46-55,white or caucasian,ecapa,-63.27814,-39.692375
89,ears_dataset_processed/val/p066/freeform_speech_06_640000_800000.wav,p066,val,female,46-55,white or caucasian,ecapa,-61.639744,-40.015152
90,ears_dataset_processed/val/p066/sentences_07_slow_0_160000.wav,p066,val,female,46-55,white or caucasian,ecapa,-59.82053,-37.26569
91,ears_dataset_processed/val/p066/freeform_speech_03_0_160000.wav,p066,val,female,46-55,white or caucasian,ecapa,-60.573036,-39.14817
92,ears_dataset_processed/val/p066/freeform_speech_05_160000_320000.wav,p066,val,female,46-55,white or caucasian,ecapa,-60.884674,-38.717953
93,ears_dataset_processed/val/p066/emo_serenity_sentences_0_160000.wav,p066,val,female,46-55,white or caucasian,ecapa,-59.102406,-39.48003
94,ears_dataset_processed/val/p066/rainbow_06_loud_0_160000.wav,p066,val,female,46-55,white or caucasian,ecapa,-54.423653,-33.20881
95,ears_dataset_processed/val/p066/emo_contentment_freeform_0_160000.wav,p066,val,female,46-55,white or caucasian,ecapa,-18.850256,-20.841673
96,ears_dataset_processed/val/p066/emo_confusion_sentences_0_130359.wav,p066,val,female,46-55,white or caucasian,ecapa,-61.85839,-36.507236
97,ears_dataset_processed/val/p066/freeform_speech_01_2240000_2400000.wav,p066,val,female,46-55,white or caucasian,ecapa,-61.21849,-38.56582
98,ears_dataset_processed/val/p066/rainbow_05_loud_0_160000.wav,p066,val,female,46-55,white or caucasian,ecapa,-60.62449,-37.562366
99,ears_dataset_processed/val/p066/freeform_speech_04_2400000_2560000.wav,p066,val,female,46-55,white or caucasian,ecapa,-58.87376,-38.731407
100,ears_dataset_processed/val/p066/freeform_speech_03_2400000_2560000.wav,p066,val,female,46-55,white or caucasian,ecapa,-61.806683,-37.61588
101,ears_dataset_processed/val/p066/freeform_speech_04_1760000_1920000.wav,p066,val,female,46-55,white or caucasian,ecapa,-59.21521,-38.603218
102,ears_dataset_processed/val/p066/rainbow_08_regular_160000_320000.wav,p066,val,female,46-55,white or caucasian,ecapa,-60.343204,-39.13072
103,ears_dataset_processed/val/p066/emo_interest_freeform_0_160000.wav,p066,val,female,46-55,white or caucasian,ecapa,-62.864384,-37.625507
104,ears_dataset_processed/val/p066/rainbow_06_highpitch_0_160000.wav,p066,val,female,46-55,white or caucasian,ecapa,-22.669203,-33.56175
105,ears_dataset_processed/val/p066/freeform_speech_03_640000_800000.wav,p066,val,female,46-55,white or caucasian,ecapa,-62.062973,-40.072758
106,ears_dataset_processed/val/p066/freeform_speech_06_0_160000.wav,p066,val,female,46-55,white or caucasian,ecapa,-61.620052,-39.4854
107,ears_dataset_processed/val/p073/freeform_speech_04_2720000_2880000.wav,p073,val,female,18-25,black or african american,ecapa,31.512806,22.98856
108,ears_dataset_processed/val/p073/sentences_13_lowpitch_0_160000.wav,p073,val,female,18-25,black or african american,ecapa,36.63948,23.362827
109,ears_dataset_processed/val/p073/freeform_speech_06_2400000_2560000.wav,p073,val,female,18-25,black or african american,ecapa,31.16633,2.7853785
110,ears_dataset_processed/val/p073/rainbow_08_whisper_0_160000.wav,p073,val,female,18-25,black or african american,ecapa,-14.220262,6.5272617
111,ears_dataset_processed/val/p073/freeform_speech_02_480000_640000.wav,p073,val,female,18-25,black or african american,ecapa,34.597095,23.57857
112,ears_dataset_processed/val/p073/rainbow_08_slow_0_160000.wav,p073,val,female,18-25,black or african american,ecapa,30.41386,20.877983
113,ears_dataset_processed/val/p073/rainbow_06_slow_160000_320000.wav,p073,val,female,18-25,black or african american,ecapa,37.451057,26.481504
114,ears_dataset_processed/val/p073/freeform_speech_04_2880000_3040000.wav,p073,val,female,18-25,black or african american,ecapa,33.192936,22.55144
115,ears_dataset_processed/val/p073/freeform_speech_02_2560000_2720000.wav,p073,val,female,18-25,black or african american,ecapa,33.700855,23.22969
116,ears_dataset_processed/val/p073/freeform_speech_05_1600000_1760000.wav,p073,val,female,18-25,black or african american,ecapa,33.011333,23.98407
117,ears_dataset_processed/val/p073/emo_disgust_sentences_0_160000.wav,p073,val,female,18-25,black or african american,ecapa,31.97135,25.249582
118,ears_dataset_processed/val/p073/freeform_speech_02_1920000_2080000.wav,p073,val,female,18-25,black or african american,ecapa,32.73276,23.565674
119,ears_dataset_processed/val/p073/emo_extasy_freeform_0_156977.wav,p073,val,female,18-25,black or african american,ecapa,35.14256,22.64156
120,ears_dataset_processed/val/p073/freeform_speech_03_960000_1120000.wav,p073,val,female,18-25,black or african american,ecapa,-5.7830195,-15.25834
121,ears_dataset_processed/val/p073/sentences_11_highpitch_0_160000.wav,p073,val,female,18-25,black or african american,ecapa,-22.777752,-21.613804
122,ears_dataset_processed/val/p073/rainbow_03_whisper_0_160000.wav,p073,val,female,18-25,black or african american,ecapa,-14.080527,6.1108074
123,ears_dataset_processed/val/p073/emo_desire_sentences_0_160000.wav,p073,val,female,18-25,black or african american,ecapa,42.588406,27.032568
124,ears_dataset_processed/val/p073/freeform_speech_02_800000_960000.wav,p073,val,female,18-25,black or african american,ecapa,34.118626,23.066185
125,ears_dataset_processed/val/p073/sentences_01_fast_0_116214.wav,p073,val,female,18-25,black or african american,ecapa,34.23601,23.915796
126,ears_dataset_processed/val/p073/rainbow_05_slow_320000_480000.wav,p073,val,female,18-25,black or african american,ecapa,32.871487,21.97607
127,ears_dataset_processed/val/p073/freeform_speech_01_0_160000.wav,p073,val,female,18-25,black or african american,ecapa,29.826359,-2.9951181
128,ears_dataset_processed/val/p073/rainbow_03_slow_0_160000.wav,p073,val,female,18-25,black or african american,ecapa,25.204712,4.7889113
129,ears_dataset_processed/val/p073/interjection_congratulations_0_160000.wav,p073,val,female,18-25,black or african american,ecapa,33.29739,-2.0623927
130,ears_dataset_processed/val/p073/sentences_10_fast_0_127659.wav,p073,val,female,18-25,black or african american,ecapa,33.064987,24.461302
131,ears_dataset_processed/val/p073/emo_confusion_sentences_0_120804.wav,p073,val,female,18-25,black or african american,ecapa,38.22701,23.128939
132,ears_dataset_processed/val/p073/sentences_16_regular_0_147248.wav,p073,val,female,18-25,black or african american,ecapa,35.291092,23.38893
133,ears_dataset_processed/val/p073/freeform_speech_05_1280000_1440000.wav,p073,val,female,18-25,black or african american,ecapa,33.925415,24.462439
134,ears_dataset_processed/val/p073/freeform_speech_05_1440000_1600000.wav,p073,val,female,18-25,black or african american,ecapa,35.02501,24.064337
135,ears_dataset_processed/val/p073/emo_sadness_freeform_0_160000.wav,p073,val,female,18-25,black or african american,ecapa,34.914394,21.352371
136,ears_dataset_processed/val/p073/emo_extasy_sentences_0_136889.wav,p073,val,female,18-25,black or african american,ecapa,-11.673717,-32.627995
137,ears_dataset_processed/val/p073/rainbow_01_highpitch_0_160000.wav,p073,val,female,18-25,black or african american,ecapa,-3.6526308,-35.73891
138,ears_dataset_processed/val/p073/rainbow_07_slow_0_160000.wav,p073,val,female,18-25,black or african american,ecapa,30.411095,22.750265
139,ears_dataset_processed/val/p073/freeform_speech_05_320000_480000.wav,p073,val,female,18-25,black or african american,ecapa,33.131313,23.204231
140,ears_dataset_processed/val/p073/freeform_speech_06_1120000_1280000.wav,p073,val,female,18-25,black or african american,ecapa,32.40682,23.737679
141,ears_dataset_processed/val/p073/melodic_happy_birthday_0_160000.wav,p073,val,female,18-25,black or african american,ecapa,42.65799,28.236586
142,ears_dataset_processed/val/p073/rainbow_05_whisper_0_160000.wav,p073,val,female,18-25,black or african american,ecapa,-13.825735,6.397358
143,ears_dataset_processed/val/p073/sentences_14_lowpitch_0_160000.wav,p073,val,female,18-25,black or african american,ecapa,35.9948,23.331934
144,ears_dataset_processed/val/p073/sentences_07_slow_160000_320000.wav,p073,val,female,18-25,black or african american,ecapa,30.239275,22.555664
145,ears_dataset_processed/val/p073/freeform_speech_05_160000_320000.wav,p073,val,female,18-25,black or african american,ecapa,32.754345,23.652672
146,ears_dataset_processed/val/p073/emo_serenity_sentences_0_160000.wav,p073,val,female,18-25,black or african american,ecapa,33.83503,22.352259
147,ears_dataset_processed/val/p073/rainbow_06_loud_0_160000.wav,p073,val,female,18-25,black or african american,ecapa,31.66309,25.730274
148,ears_dataset_processed/val/p073/sentences_01_slow_0_160000.wav,p073,val,female,18-25,black or african american,ecapa,34.906094,21.385832
149,ears_dataset_processed/val/p073/freeform_speech_01_2240000_2400000.wav,p073,val,female,18-25,black or african american,ecapa,35.115932,24.188768
150,ears_dataset_processed/val/p073/emo_embarassment_freeform_0_149744.wav,p073,val,female,18-25,black or african american,ecapa,32.68746,21.436905
151,ears_dataset_processed/val/p073/rainbow_05_loud_0_160000.wav,p073,val,female,18-25,black or african american,ecapa,31.902239,25.378021
152,ears_dataset_processed/val/p073/freeform_speech_04_2400000_2560000.wav,p073,val,female,18-25,black or african american,ecapa,36.98484,22.963959
153,ears_dataset_processed/val/p073/rainbow_01_whisper_0_160000.wav,p073,val,female,18-25,black or african american,ecapa,-18.98363,7.071057
154,ears_dataset_processed/val/p073/rainbow_08_slow_640000_800000.wav,p073,val,female,18-25,black or african american,ecapa,51.2164,17.672926
155,ears_dataset_processed/val/p073/freeform_speech_02_1600000_1760000.wav,p073,val,female,18-25,black or african american,ecapa,35.270885,23.24789
156,ears_dataset_processed/val/p073/emo_anger_freeform_0_153468.wav,p073,val,female,18-25,black or african american,ecapa,28.620808,14.149363
157,ears_dataset_processed/val/p073/rainbow_08_slow_480000_640000.wav,p073,val,female,18-25,black or african american,ecapa,30.387356,21.07459
158,ears_dataset_processed/val/p073/freeform_speech_05_2560000_2720000.wav,p073,val,female,18-25,black or african american,ecapa,31.408241,22.884993
159,ears_dataset_processed/val/p073/emo_interest_freeform_0_160000.wav,p073,val,female,18-25,black or african american,ecapa,36.36886,20.544724
160,ears_dataset_processed/val/p073/sentences_20_regular_0_160000.wav,p073,val,female,18-25,black or african american,ecapa,33.790134,23.570812
161,ears_dataset_processed/val/p073/freeform_speech_03_640000_800000.wav,p073,val,female,18-25,black or african american,ecapa,34.208843,22.942453
162,ears_dataset_processed/val/p003/freeform_speech_02_2400000_2560000.wav,p003,val,female,26-35,black or african american,ecapa,-42.35048,-6.2827344
163,ears_dataset_processed/val/p003/sentences_17_regular_0_160000.wav,p003,val,female,26-35,black or african american,ecapa,-51.36297,5.658631
164,ears_dataset_processed/val/p003/emo_extasy_sentences_0_160000.wav,p003,val,female,26-35,black or african american,ecapa,-21.378284,-30.171862
165,ears_dataset_processed/val/p003/freeform_speech_06_2400000_2560000.wav,p003,val,female,26-35,black or african american,ecapa,-52.382584,1.9639053
166,ears_dataset_processed/val/p003/freeform_speech_02_0_160000.wav,p003,val,female,26-35,black or african american,ecapa,-50.418785,1.3601031
167,ears_dataset_processed/val/p003/freeform_speech_06_2080000_2240000.wav,p003,val,female,26-35,black or african american,ecapa,-46.12354,7.5526614
168,ears_dataset_processed/val/p003/freeform_speech_02_1760000_1920000.wav,p003,val,female,26-35,black or african american,ecapa,-52.079037,3.28055
169,ears_dataset_processed/val/p003/sentences_02_loud_0_160000.wav,p003,val,female,26-35,black or african american,ecapa,-55.65005,2.2982948
170,ears_dataset_processed/val/p003/freeform_speech_03_1760000_1920000.wav,p003,val,female,26-35,black or african american,ecapa,-51.6134,3.102758
171,ears_dataset_processed/val/p003/rainbow_07_regular_0_160000.wav,p003,val,female,26-35,black or african american,ecapa,-54.291737,3.6456618
172,ears_dataset_processed/val/p003/freeform_speech_04_2240000_2400000.wav,p003,val,female,26-35,black or african american,ecapa,-44.299477,-8.091042
173,ears_dataset_processed/val/p003/freeform_speech_05_640000_800000.wav,p003,val,female,26-35,black or african american,ecapa,-53.623585,2.4451737
174,ears_dataset_processed/val/p003/freeform_speech_04_1600000_1760000.wav,p003,val,female,26-35,black or african american,ecapa,-52.66667,0.4363743
175,ears_dataset_processed/val/p003/emo_disgust_sentences_0_160000.wav,p003,val,female,26-35,black or african american,ecapa,-54.777206,3.3542566
176,ears_dataset_processed/val/p003/freeform_speech_02_1920000_2080000.wav,p003,val,female,26-35,black or african american,ecapa,-50.272434,3.5673828
177,ears_dataset_processed/val/p003/emo_extasy_freeform_0_160000.wav,p003,val,female,26-35,black or african american,ecapa,-22.383572,-29.657608
178,ears_dataset_processed/val/p003/rainbow_02_loud_0_160000.wav,p003,val,female,26-35,black or african american,ecapa,-54.06033,4.6073594
179,ears_dataset_processed/val/p003/freeform_speech_06_1760000_1920000.wav,p003,val,female,26-35,black or african american,ecapa,-51.97578,2.731644
180,ears_dataset_processed/val/p003/freeform_speech_02_960000_1120000.wav,p003,val,female,26-35,black or african american,ecapa,-52.9805,2.0215662
181,ears_dataset_processed/val/p003/freeform_speech_04_1920000_2080000.wav,p003,val,female,26-35,black or african american,ecapa,-51.255623,2.4612155
182,ears_dataset_processed/val/p003/rainbow_03_whisper_0_160000.wav,p003,val,female,26-35,black or african american,ecapa,-13.467733,2.620375
183,ears_dataset_processed/val/p003/emo_desire_sentences_0_160000.wav,p003,val,female,26-35,black or african american,ecapa,-30.712994,-17.383034
184,ears_dataset_processed/val/p003/sentences_03_whisper_0_160000.wav,p003,val,female,26-35,black or african american,ecapa,-13.15491,3.4051929
185,ears_dataset_processed/val/p003/interjection_anger_160000_320000.wav,p003,val,female,26-35,black or african american,ecapa,-15.0519285,-14.542336
186,ears_dataset_processed/val/p003/rainbow_07_loud_0_160000.wav,p003,val,female,26-35,black or african american,ecapa,-64.45323,5.1235876
187,ears_dataset_processed/val/p003/emo_anger_freeform_0_160000.wav,p003,val,female,26-35,black or african american,ecapa,-51.600624,-7.2009478
188,ears_dataset_processed/val/p003/rainbow_03_highpitch_0_160000.wav,p003,val,female,26-35,black or african american,ecapa,-14.367529,-35.995186
189,ears_dataset_processed/val/p003/rainbow_02_regular_0_160000.wav,p003,val,female,26-35,black or african american,ecapa,-53.82163,4.93393
190,ears_dataset_processed/val/p003/emo_confusion_sentences_0_131900.wav,p003,val,female,26-35,black or african american,ecapa,-42.010426,-4.514391
191,ears_dataset_processed/val/p003/emo_guilt_sentences_0_127021.wav,p003,val,female,26-35,black or african american,ecapa,-51.24996,5.0153522
192,ears_dataset_processed/val/p003/freeform_speech_01_2720000_2880000.wav,p003,val,female,26-35,black or african american,ecapa,-52.44214,0.70693403
193,ears_dataset_processed/val/p003/emo_sadness_freeform_0_160000.wav,p003,val,female,26-35,black or african american,ecapa,-1.3935901,-17.944012
194,ears_dataset_processed/val/p003/emo_neutral_freeform_0_160000.wav,p003,val,female,26-35,black or african american,ecapa,-51.584988,-0.82910705
195,ears_dataset_processed/val/p003/emo_disappointment_freeform_0_160000.wav,p003,val,female,26-35,black or african american,ecapa,-10.521373,-17.012047
196,ears_dataset_processed/val/p003/sentences_15_regular_0_160000.wav,p003,val,female,26-35,black or african american,ecapa,-53.132133,5.849447
197,ears_dataset_processed/val/p003/rainbow_06_whisper_0_160000.wav,p003,val,female,26-35,black or african american,ecapa,-10.790558,0.8725629
198,ears_dataset_processed/val/p003/freeform_speech_03_2560000_2720000.wav,p003,val,female,26-35,black or african american,ecapa,-51.48202,3.2527683
199,ears_dataset_processed/val/p003/emo_contentment_freeform_0_160000.wav,p003,val,female,26-35,black or african american,ecapa,-51.034294,1.3490672
200,ears_dataset_processed/val/p003/rainbow_05_loud_0_160000.wav,p003,val,female,26-35,black or african american,ecapa,-64.53226,5.2266293
201,ears_dataset_processed/val/p003/freeform_speech_04_160000_320000.wav,p003,val,female,26-35,black or african american,ecapa,-52.636288,0.4469064
