row_index,audio_path,speaker_id,split,gender,age,ethnicity,embedding_family,x,y
63,ears_dataset_processed/val/p066/freeform_speech_04_640000_800000.wav,p066,val,female,46-55,white or caucasian,ecapa,-4.9333787,3.4728334
64,ears_dataset_processed/val/p066/rainbow_01_highpitch_0_156072.wav,p066,val,female,46-55,white or caucasian,ecapa,-5.7057276,-1.8485214
65,ears_dataset_processed/val/p066/rainbow_07_regular_0_160000.wav,p066,val,female,46-55,white or caucasian,ecapa,-5.1199155,-0.7834952
66,ears_dataset_processed/val/p066/emo_disgust_sentences_0_160000.wav,p066,val,female,46-55,white or caucasian,ecapa,-5.1280937,1.5577236
67,ears_dataset_processed/val/p066/emo_extasy_freeform_0_160000.wav,p066,val,female,46-55,white or caucasian,ecapa,-2.2135437,-4.2654715
68,ears_dataset_processed/val/p066/freeform_speech_04_2560000_2720000.wav,p066,val,female,46-55,white or caucasian,ecapa,-4.960892,1.0041391
69,ears_dataset_processed/val/p066/emo_desire_sentences_0_160000.wav,p066,val,female,46-55,white or caucasian,ecapa,-1.9616879,-1.2403085
70,ears_dataset_processed/val/p066/freeform_speech_05_1120000_1280000.wav,p066,val,female,46-55,white or caucasian,ecapa,-3.4405642,-1.0681891
71,ears_dataset_processed/val/p066/sentences_02_regular_0_160000.wav,p066,val,female,46-55,white or caucasian,ecapa,-2.7741158,1.6048472
72,ears_dataset_processed/val/p066/freeform_speech_01_0_160000.wav,p066,val,female,46-55,white or caucasian,ecapa,-4.7121067,-0.5117213
73,ears_dataset_processed/val/p066/emo_neutral_sentences_0_160000.wav,p066,val,female,46-55,white or caucasian,ecapa,-3.539096,2.3537092
74,ears_dataset_processed/val/p066/rainbow_03_slow_0_160000.wav,p066,val,female,46-55,white or caucasian,ecapa,-3.5970824,2.4236286
75,ears_dataset_processed/val/p066/emo_anger_freeform_0_160000.wav,p066,val,female,46-55,white or caucasian,ecapa,-3.6257107,-3.346015
76,ears_dataset_processed/val/p066/rainbow_03_highpitch_0_160000.wav,p066,val,female,46-55,white or caucasian,ecapa,-3.428295,-2.5058408
77,ears_dataset_processed/val/p066/rainbow_07_whisper_0_160000.wav,p066,val,female,46-55,white or caucasian,ecapa,-3.3131182,-4.7390456
78,ears_dataset_processed/val/p066/rainbow_08_regular_0_160000.wav,p066,val,female,46-55,white or caucasian,ecapa,-4.12349,-0.023325711
79,ears_dataset_processed/val/p066/freeform_speech_02_1440000_1600000.wav,p066,val,female,46-55,white or caucasian,ecapa,-3.5832489,1.2053363
80,ears_dataset_processed/val/p066/freeform_speech_05_1280000_1440000.wav,p066,val,female,46-55,white or caucasian,ecapa,-3.6637504,0.55198914
81,ears_dataset_processed/val/p066/freeform_speech_06_320000_480000.wav,p066,val,female,46-55,white or caucasian,ecapa,-4.9646807,-0.07507854
82,ears_dataset_processed/val/p066/sentences_06_loud_0_160000.wav,p066,val,female,46-55,white or caucasian,ecapa,-3.6671057,0.023637792
83,ears_dataset_processed/val/p066/rainbow_08_highpitch_160000_320000.wav,p066,val,female,46-55,white or caucasian,ecapa,-4.675866,-4.589535
84,ears_dataset_processed/val/p066/sentences_02_lowpitch_0_160000.wav,p066,val,female,46-55,white or caucasian,ecapa,1.5163697,2.4005558
85,ears_dataset_processed/val/p066/emo_disappointment_freeform_0_160000.wav,p066,val,female,46-55,white or caucasian,ecapa,-2.7244213,-1.647668
86,ears_dataset_processed/val/p066/freeform_speech_05_320000_480000.wav,p066,val,female,46-55,white or caucasian,ecapa,-4.601361,0.17836927
87,ears_dataset_processed/val/p066/sentences_15_regular_0_160000.wav,p066,val,female,46-55,white or caucasian,ecapa,-4.623264,2.0296972
88,ears_dataset_processed/val/p066/sentences_18_regular_0_160000.wav,p066,val,female,46-55,white or caucasian,ecapa,-4.885274,2.1036124
89,ears_dataset_processed/val/p066/freeform_speech_06_640000_800000.wav,p066,val,female,46-55,white or caucasian,ecapa,-3.345241,2.0949788
90,ears_dataset_processed/val/p066/sentences_07_slow_0_160000.wav,p066,val,female,46-55,white or caucasian,ecapa,-5.5118814,3.1608665
91,ears_dataset_processed/val/p066/freeform_speech_03_0_160000.wav,p066,val,female,46-55,white or caucasian,ecapa,-4.3899527,1.2286165
92,ears_dataset_processed/val/p066/freeform_speech_05_160000_320000.wav,p066,val,female,46-55,white or caucasian,ecapa,-4.405158,0.25729328
93,ears_dataset_processed/val/p066/emo_serenity_sentences_0_160000.wav,p066,val,female,46-55,white or caucasian,ecapa,-4.657972,1.0759197
94,ears_dataset_processed/val/p066/rainbow_06_loud_0_160000.wav,p066,val,female,46-55,white or caucasian,ecapa,-7.05341,-2.46938
95,ears_dataset_processed/val/p066/emo_contentment_freeform_0_160000.wav,p066,val,female,46-55,white or caucasian,ecapa,-2.0972006,-0.62440073
96,ears_dataset_processed/val/p066/emo_confusion_sentences_0_130359.wav,p066,val,female,46-55,white or caucasian,ecapa,-2.6471114,-2.0701547
97,ears_dataset_processed/val/p066/freeform_speech_01_2240000_2400000.wav,p066,val,female,46-55,white or caucasian,ecapa,-5.1132054,-0.48330772
98,ears_dataset_processed/val/p066/rainbow_05_loud_0_160000.wav,p066,val,female,46-55,white or caucasian,ecapa,-5.490626,-0.14761056
99,ears_dataset_processed/val/p066/freeform_speech_04_2400000_2560000.wav,p066,val,female,46-55,white or caucasian,ecapa,-3.757259,2.9338431
100,ears_dataset_processed/val/p066/freeform_speech_03_2400000_2560000.wav,p066,val,female,46-55,white or caucasian,ecapa,-4.6347528,0.4727872
101,ears_dataset_processed/val/p066/freeform_speech_04_1760000_1920000.wav,p066,val,female,46-55,white or caucasian,ecapa,-4.408595,1.869513
102,ears_dataset_processed/val/p066/rainbow_08_regular_160000_320000.wav,p066,val,female,46-55,white or caucasian,ecapa,-3.8758166,-0.11768984
103,ears_dataset_processed/val/p066/emo_interest_freeform_0_160000.wav,p066,val,female,46-55,white or caucasian,ecapa,-3.4620438,-0.76294684
104,ears_dataset_processed/val/p066/rainbow_06_highpitch_0_160000.wav,p066,val,female,46-55,white or caucasian,ecapa,-3.5188956,-3.6755269
105,ears_dataset_processed/val/p066/freeform_speech_03_640000_800000.wav,p066,val,female,46-55,white or caucasian,ecapa,-3.415164,1.5651711
106,ears_dataset_processed/val/p066/freeform_speech_06_0_160000.wav,p066,val,female,46-55,white or caucasian,ecapa,-4.4010005,0.90255
107,ears_dataset_processed/val/p073/freeform_speech_04_2720000_2880000.wav,p073,val,female,18-25,black or african american,ecapa,4.595239,1.9703238
108,ears_dataset_processed/val/p073/sentences_13_lowpitch_0_160000.wav,p073,val,female,18-25,black or african american,ecapa,3.4808369,-0.6752041
109,ears_dataset_processed/val/p073/freeform_speech_06_2400000_2560000.wav,p073,val,female,18-25,black or african american,ecapa,2.6476414,-3.5389583
110,ears_dataset_processed/val/p073/rainbow_08_whisper_0_160000.wav,p073,val,female,18-25,black or african american,ecapa,-2.1279817,-1.9152714
111,ears_dataset_processed/val/p073/freeform_speech_02_480000_640000.wav,p073,val,female,18-25,black or african american,ecapa,3.0836475,5.496851
112,ears_dataset_processed/val/p073/rainbow_08_slow_0_160000.wav,p073,val,female,18-25,black or african american,ecapa,1.2529116,0.87456125
113,ears_dataset_processed/val/p073/rainbow_06_slow_160000_320000.wav,p073,val,female,18-25,black or african american,ecapa,3.7514684,4.9559546
114,ears_dataset_processed/val/p073/freeform_speech_04_2880000_3040000.wav,p073,val,female,18-25,black or african american,ecapa,1.9887486,2.6310053
115,ears_dataset_processed/val/p073/freeform_speech_02_2560000_2720000.wav,p073,val,female,18-25,black or african american,ecapa,3.8061767,4.282119
116,ears_dataset_processed/val/p073/freeform_speech_05_1600000_1760000.wav,p073,val,female,18-25,black or african american,ecapa,3.4369879,2.0859137
117,ears_dataset_processed/val/p073/emo_disgust_sentences_0_160000.wav,p073,val,female,18-25,black or african american,ecapa,-1.2916669,1.4931135
118,ears_dataset_processed/val/p073/freeform_speech_02_1920000_2080000.wav,p073,val,female,18-25,black or african american,ecapa,1.8012102,1.6472936
119,ears_dataset_processed/val/p073/emo_extasy_freeform_0_156977.wav,p073,val,female,18-25,black or african american,ecapa,1.0610144,4.1004333
120,ears_dataset_processed/val/p073/freeform_speech_03_960000_1120000.wav,p073,val,female,18-25,black or african american,ecapa,-0.9254416,2.306629
121,ears_dataset_processed/val/p073/sentences_11_highpitch_0_160000.wav,p073,val,female,18-25,black or african american,ecapa,-3.1377587,-1.1760046
122,ears_dataset_processed/val/p073/rainbow_03_whisper_0_160000.wav,p073,val,female,18-25,black or african american,ecapa,-3.3804374,-3.5160673
123,ears_dataset_processed/val/p073/emo_desire_sentences_0_160000.wav,p073,val,female,18-25,black or african american,ecapa,4.3518214,2.5860379
124,ears_dataset_processed/val/p073/freeform_speech_02_800000_960000.wav,p073,val,female,18-25,black or african american,ecapa,2.7695851,3.362556
125,ears_dataset_processed/val/p073/sentences_01_fast_0_116214.wav,p073,val,female,18-25,black or african american,ecapa,3.178462,5.3972073
126,ears_dataset_processed/val/p073/rainbow_05_slow_320000_480000.wav,p073,val,female,18-25,black or african american,ecapa,4.1856117,2.2423398
127,ears_dataset_processed/val/p073/freeform_speech_01_0_160000.wav,p073,val,female,18-25,black or african american,ecapa,3.4949813,-0.15725784
128,ears_dataset_processed/val/p073/rainbow_03_slow_0_160000.wav,p073,val,female,18-25,black or african american,ecapa,3.8832579,0.5048568
129,ears_dataset_processed/val/p073/interjection_congratulations_0_160000.wav,p073,val,female,18-25,black or african american,ecapa,2.9224813,1.181401
130,ears_dataset_processed/val/p073/sentences_10_fast_0_127659.wav,p073,val,female,18-25,black or african american,ecapa,0.9544818,2.0211701
131,ears_dataset_processed/val/p073/emo_confusion_sentences_0_120804.wav,p073,val,female,18-25,black or african american,ecapa,2.747676,2.9259207
132,ears_dataset_processed/val/p073/sentences_16_regular_0_147248.wav,p073,val,female,18-25,black or african american,ecapa,3.8750715,5.568405
133,ears_dataset_processed/val/p073/freeform_speech_05_1280000_1440000.wav,p073,val,female,18-25,black or african american,ecapa,3.9162073,4.299037
134,ears_dataset_processed/val/p073/freeform_speech_05_1440000_1600000.wav,p073,val,female,18-25,black or african american,ecapa,2.317841,4.4216805
135,ears_dataset_processed/val/p073/emo_sadness_freeform_0_160000.wav,p073,val,female,18-25,black or african american,ecapa,4.899023,0.81329864
136,ears_dataset_processed/val/p073/emo_extasy_sentences_0_136889.wav,p073,val,female,18-25,black or african american,ecapa,0.24657288,0.8641871
137,ears_dataset_processed/val/p073/rainbow_01_highpitch_0_160000.wav,p073,val,female,18-25,black or african american,ecapa,1.6774215,-5.1991906
138,ears_dataset_processed/val/p073/rainbow_07_slow_0_160000.wav,p073,val,female,18-25,black or african american,ecapa,2.6021588,-0.5907921
139,ears_dataset_processed/val/p073/freeform_speech_05_320000_480000.wav,p073,val,female,18-25,black or african american,ecapa,2.6563127,2.8181887
140,ears_dataset_processed/val/p073/freeform_speech_06_1120000_1280000.wav,p073,val,female,18-25,black or african american,ecapa,1.4629008,-0.014247989
141,ears_dataset_processed/val/p073/melodic_happy_birthday_0_160000.wav,p073,val,female,18-25,black or african american,ecapa,2.3618963,5.7984433
142,ears_dataset_processed/val/p073/rainbow_05_whisper_0_160000.wav,p073,val,female,18-25,black or african american,ecapa,-3.2486937,-2.6245809
143,ears_dataset_processed/val/p073/sentences_14_lowpitch_0_160000.wav,p073,val,female,18-25,black or african american,ecapa,3.1447263,0.40922022
144,ears_dataset_processed/val/p073/sentences_07_slow_160000_320000.wav,p073,val,female,18-25,black or african american,ecapa,0.17663532,-2.1264992
145,ears_dataset_processed/val/p073/freeform_speech_05_160000_320000.wav,p073,val,female,18-25,black or african american,ecapa,3.802106,0.757703
146,ears_dataset_processed/val/p073/emo_serenity_sentences_0_160000.wav,p073,val,female,18-25,black or african american,ecapa,2.3296402,-1.3913059
147,ears_dataset_processed/val/p073/rainbow_06_loud_0_160000.wav,p073,val,female,18-25,black or african american,ecapa,1.5338382,-1.0352691
148,ears_dataset_processed/val/p073/sentences_01_slow_0_160000.wav,p073,val,female,18-25,black or african american,ecapa,4.7067657,0.6987045
149,ears_dataset_processed/val/p073/freeform_speech_01_2240000_2400000.wav,p073,val,female,18-25,black or african american,ecapa,4.126257,7.803295
150,ears_dataset_processed/val/p073/emo_embarassment_freeform_0_149744.wav,p073,val,female,18-25,black or african american,ecapa,3.8401127,2.8120732
151,ears_dataset_processed/val/p073/rainbow_05_loud_0_160000.wav,p073,val,female,18-25,black or african american,ecapa,-0.4425493,0.6710585
152,ears_dataset_processed/val/p073/freeform_speech_04_2400000_2560000.wav,p073,val,female,18-25,black or african american,ecapa,3.286036,0.83340275
153,ears_dataset_processed/val/p073/rainbow_01_whisper_0_160000.wav,p073,val,female,18-25,black or african american,ecapa,-6.4531846,-2.6491697
154,ears_dataset_processed/val/p073/rainbow_08_slow_640000_800000.wav,p073,val,female,18-25,black or african american,ecapa,3.513033,4.3800225
155,ears_dataset_processed/val/p073/freeform_speech_02_1600000_1760000.wav,p073,val,female,18-25,black or african american,ecapa,4.4484797,4.298499
156,ears_dataset_processed/val/p073/emo_anger_freeform_0_153468.wav,p073,val,female,18-25,black or african american,ecapa,1.9098316,2.1231878
157,ears_dataset_processed/val/p073/rainbow_08_slow_480000_640000.wav,p073,val,female,18-25,black or african american,ecapa,1.3493005,2.085357
158,ears_dataset_processed/val/p073/freeform_speech_05_2560000_2720000.wav,p073,val,female,18-25,black or african american,ecapa,3.0521986,-0.25777698
159,ears_dataset_processed/val/p073/emo_interest_freeform_0_160000.wav,p073,val,female,18-25,black or african american,ecapa,2.109862,1.3093417
160,ears_dataset_processed/val/p073/sentences_20_regular_0_160000.wav,p073,val,female,18-25,black or african american,ecapa,3.705272,5.3511763
161,ears_dataset_processed/val/p073/freeform_speech_03_640000_800000.wav,p073,val,female,18-25,black or african american,ecapa,3.9600194,3.8811002
162,ears_dataset_processed/val/p003/freeform_speech_02_2400000_2560000.wav,p003,val,female,26-35,black or african american,ecapa,-5.720467,1.8344861
163,ears_dataset_processed/val/p003/sentences_17_regular_0_160000.wav,p003,val,female,26-35,black or african american,ecapa,-6.9174256,6.0861974
164,ears_dataset_processed/val/p003/emo_extasy_sentences_0_160000.wav,p003,val,female,26-35,black or african american,ecapa,-6.3270183,-0.6736968
165,ears_dataset_processed/val/p003/freeform_speech_06_2400000_2560000.wav,p003,val,female,26-35,black or african american,ecapa,-6.029293,-0.14372224
166,ears_dataset_processed/val/p003/freeform_speech_02_0_160000.wav,p003,val,female,26-35,black or african american,ecapa,-5.2626624,4.3432164
167,ears_dataset_processed/val/p003/freeform_speech_06_2080000_2240000.wav,p003,val,female,26-35,black or african american,ecapa,-5.1920695,4.8965645
168,ears_dataset_processed/val/p003/freeform_speech_02_1760000_1920000.wav,p003,val,female,26-35,black or african american,ecapa,-5.396861,3.6215682
169,ears_dataset_processed/val/p003/sentences_02_loud_0_160000.wav,p003,val,female,26-35,black or african american,ecapa,-6.593385,1.1542617
170,ears_dataset_processed/val/p003/freeform_speech_03_1760000_1920000.wav,p003,val,female,26-35,black or african american,ecapa,-5.1993623,3.6187239
171,ears_dataset_processed/val/p003/rainbow_07_regular_0_160000.wav,p003,val,female,26-35,black or african american,ecapa,-7.2383366,4.015475
172,ears_dataset_processed/val/p003/freeform_speech_04_2240000_2400000.wav,p003,val,female,26-35,black or african american,ecapa,-3.7581656,1.9945394
173,ears_dataset_processed/val/p003/freeform_speech_05_640000_800000.wav,p003,val,female,26-35,black or african american,ecapa,-5.731513,3.3013215
174,ears_dataset_processed/val/p003/freeform_speech_04_1600000_1760000.wav,p003,val,female,26-35,black or african american,ecapa,-5.8058596,1.8860763
175,ears_dataset_processed/val/p003/emo_disgust_sentences_0_160000.wav,p003,val,female,26-35,black or african american,ecapa,-4.9782863,1.3966438
176,ears_dataset_processed/val/p003/freeform_speech_02_1920000_2080000.wav,p003,val,female,26-35,black or african american,ecapa,-4.1067553,3.7831554
177,ears_dataset_processed/val/p003/emo_extasy_freeform_0_160000.wav,p003,val,female,26-35,black or african american,ecapa,-5.290628,-3.0790641
178,ears_dataset_processed/val/p003/rainbow_02_loud_0_160000.wav,p003,val,female,26-35,black or african american,ecapa,-6.6312375,3.5383582
179,ears_dataset_processed/val/p003/freeform_speech_06_1760000_1920000.wav,p003,val,female,26-35,black or african american,ecapa,-6.0557394,2.7227814
180,ears_dataset_processed/val/p003/freeform_speech_02_960000_1120000.wav,p003,val,female,26-35,black or african american,ecapa,-6.4113646,2.435702
181,ears_dataset_processed/val/p003/freeform_speech_04_1920000_2080000.wav,p003,val,female,26-35,black or african american,ecapa,-5.872228,2.2461789
182,ears_dataset_processed/val/p003/rainbow_03_whisper_0_160000.wav,p003,val,female,26-35,black or african american,ecapa,-4.2166286,-1.1444561
183,ears_dataset_processed/val/p003/emo_desire_sentences_0_160000.wav,p003,val,female,26-35,black or african american,ecapa,-1.6009923,2.7139695
184,ears_dataset_processed/val/p003/sentences_03_whisper_0_160000.wav,p003,val,female,26-35,black or african american,ecapa,-4.254389,-0.92704636
185,ears_dataset_processed/val/p003/interjection_anger_160000_320000.wav,p003,val,female,26-35,black or african american,ecapa,-2.880886,1.2085015
186,ears_dataset_processed/val/p003/rainbow_07_loud_0_160000.wav,p003,val,female,26-35,black or african american,ecapa,-6.8007636,2.5017614
187,ears_dataset_processed/val/p003/emo_anger_freeform_0_160000.wav,p003,val,female,26-35,black or african american,ecapa,-3.5598083,-3.6730783
188,ears_dataset_processed/val/p003/rainbow_03_highpitch_0_160000.wav,p003,val,female,26-35,black or african american,ecapa,-2.931614,-2.9253893
189,ears_dataset_processed/val/p003/rainbow_02_regular_0_160000.wav,p003,val,female,26-35,black or african american,ecapa,-7.1823153,5.5295887
190,ears_dataset_processed/val/p003/emo_confusion_sentences_0_131900.wav,p003,val,female,26-35,black or african american,ecapa,-4.338573,2.4564312
191,ears_dataset_processed/val/p003/emo_guilt_sentences_0_127021.wav,p003,val,female,26-35,black or african american,ecapa,-7.2306285,4.0330167
192,ears_dataset_processed/val/p003/freeform_speech_01_2720000_2880000.wav,p003,val,female,26-35,black or african american,ecapa,-5.314464,0.36106616
193,ears_dataset_processed/val/p003/emo_sadness_freeform_0_160000.wav,p003,val,female,26-35,black or african american,ecapa,-1.1538643,0.5344079
194,ears_dataset_processed/val/p003/emo_neutral_freeform_0_160000.wav,p003,val,female,26-35,black or african american,ecapa,-5.781058,2.8536613
195,ears_dataset_processed/val/p003/emo_disappointment_freeform_0_160000.wav,p003,val,female,26-35,black or african american,ecapa,-0.13966438,-1.3579445
196,ears_dataset_processed/val/p003/sentences_15_regular_0_160000.wav,p003,val,female,26-35,black or african american,ecapa,-6.7866163,5.8579082
197,ears_dataset_processed/val/p003/rainbow_06_whisper_0_160000.wav,p003,val,female,26-35,black or african american,ecapa,-5.039059,-3.9603195
198,ears_dataset_processed/val/p003/freeform_speech_03_2560000_2720000.wav,p003,val,female,26-35,black or african american,ecapa,-4.770568,4.25108
