row_index,audio_path,speaker_id,split,gender,age,ethnicity,embedding_family,pdaf_mode,x,y
47,ears_dataset_processed/val/p101/freeform_speech_05_2560000_2720000.wav,p101,val,male,46-55,black or african american,pdaf,neutral_mel128,-0.8217145,-9.540523
48,ears_dataset_processed/val/p101/emo_distress_freeform_0_160000.wav,p101,val,male,46-55,black or african american,pdaf,neutral_mel128,-19.788223,-7.2470737
49,ears_dataset_processed/val/p101/freeform_speech_03_1920000_2080000.wav,p101,val,male,46-55,black or african american,pdaf,neutral_mel128,-4.995212,-4.786331
50,ears_dataset_processed/val/p101/freeform_speech_01_1440000_1600000.wav,p101,val,male,46-55,black or african american,pdaf,neutral_mel128,-11.139358,-11.81685
51,ears_dataset_processed/val/p101/freeform_speech_01_2560000_2720000.wav,p101,val,male,46-55,black or african american,pdaf,neutral_mel128,9.633492,-12.93898
52,ears_dataset_processed/val/p101/freeform_speech_03_640000_800000.wav,p101,val,male,46-55,black or african american,pdaf,neutral_mel128,-5.023121,-19.31291
53,ears_dataset_processed/val/p066/freeform_speech_04_2720000_2880000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,4.860304,3.9409125
54,ears_dataset_processed/val/p066/sentences_17_regular_0_160000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-0.49942094,0.30275676
55,ears_dataset_processed/val/p066/freeform_speech_02_640000_800000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-6.06077,-3.622319
56,ears_dataset_processed/val/p066/freeform_speech_06_1440000_1600000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,4.70208,-5.830624
57,ears_dataset_processed/val/p066/freeform_speech_05_0_160000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-6.5070257,-3.2490983
58,ears_dataset_processed/val/p066/freeform_speech_06_2400000_2560000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-0.5530379,-0.86298025
59,ears_dataset_processed/val/p066/rainbow_08_highpitch_0_160000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-8.850549,9.973885
60,ears_dataset_processed/val/p066/freeform_speech_02_1760000_1920000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-0.052530266,-7.517393
61,ears_dataset_processed/val/p066/freeform_speech_02_480000_640000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-5.216487,9.153253
62,ears_dataset_processed/val/p066/rainbow_08_slow_0_160000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-4.462291,-2.5676365
63,ears_dataset_processed/val/p066/freeform_speech_04_640000_800000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,1.2364825,-3.9828477
64,ears_dataset_processed/val/p066/rainbow_01_highpitch_0_156072.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,4.219488,2.6475742
65,ears_dataset_processed/val/p066/rainbow_07_regular_0_160000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,2.5007114,-1.140947
66,ears_dataset_processed/val/p066/emo_disgust_sentences_0_160000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,4.5925717,3.7809732
67,ears_dataset_processed/val/p066/emo_extasy_freeform_0_160000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-2.7988055,7.742588
68,ears_dataset_processed/val/p066/freeform_speech_04_2560000_2720000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,1.80481,-1.3339114
69,ears_dataset_processed/val/p066/emo_desire_sentences_0_160000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-3.2347827,1.8065664
70,ears_dataset_processed/val/p066/freeform_speech_05_1120000_1280000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,4.3081045,-2.6650565
71,ears_dataset_processed/val/p066/sentences_02_regular_0_160000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-6.1527343,1.0754333
72,ears_dataset_processed/val/p066/freeform_speech_01_0_160000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,5.8583746,-1.4945463
73,ears_dataset_processed/val/p066/emo_neutral_sentences_0_160000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-0.47246417,-5.489196
74,ears_dataset_processed/val/p066/rainbow_03_slow_0_160000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-9.898859,0.7877211
75,ears_dataset_processed/val/p066/emo_anger_freeform_0_160000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-8.795503,5.542346
76,ears_dataset_processed/val/p066/rainbow_03_highpitch_0_160000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-8.427863,11.3115835
77,ears_dataset_processed/val/p066/rainbow_07_whisper_0_160000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-0.8582004,1.2421129
78,ears_dataset_processed/val/p066/rainbow_08_regular_0_160000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-2.5413735,-1.757394
79,ears_dataset_processed/val/p066/freeform_speech_02_1440000_1600000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,10.279136,-1.038358
80,ears_dataset_processed/val/p066/freeform_speech_05_1280000_1440000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,1.4602252,-2.327301
81,ears_dataset_processed/val/p066/freeform_speech_06_320000_480000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,9.661629,6.6484995
82,ears_dataset_processed/val/p066/sentences_06_loud_0_160000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-5.0107713,10.514454
83,ears_dataset_processed/val/p066/rainbow_08_highpitch_160000_320000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-5.532077,4.6762705
84,ears_dataset_processed/val/p066/sentences_02_lowpitch_0_160000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,5.340503,-0.089478485
85,ears_dataset_processed/val/p066/emo_disappointment_freeform_0_160000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-10.817724,3.151384
86,ears_dataset_processed/val/p066/freeform_speech_05_320000_480000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-3.728979,-4.652629
87,ears_dataset_processed/val/p066/sentences_15_regular_0_160000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-2.6148467,-1.7167538
88,ears_dataset_processed/val/p066/sentences_18_regular_0_160000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-6.106457,1.8491848
89,ears_dataset_processed/val/p066/freeform_speech_06_640000_800000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-4.749929,-4.888246
90,ears_dataset_processed/val/p066/sentences_07_slow_0_160000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-4.670353,5.1737013
91,ears_dataset_processed/val/p066/freeform_speech_03_0_160000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-1.6613784,-2.8691275
92,ears_dataset_processed/val/p066/freeform_speech_05_160000_320000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,7.3563995,1.8169802
93,ears_dataset_processed/val/p066/emo_serenity_sentences_0_160000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,6.478752,1.0925044
94,ears_dataset_processed/val/p066/rainbow_06_loud_0_160000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-0.56778437,10.284539
95,ears_dataset_processed/val/p066/emo_contentment_freeform_0_160000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-0.19157724,-2.9907527
96,ears_dataset_processed/val/p066/emo_confusion_sentences_0_130359.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-5.9985595,0.8191007
97,ears_dataset_processed/val/p066/freeform_speech_01_2240000_2400000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-4.626693,-5.58352
98,ears_dataset_processed/val/p066/rainbow_05_loud_0_160000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-6.5566864,3.5957863
99,ears_dataset_processed/val/p066/freeform_speech_04_2400000_2560000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-11.276631,-4.2973757
100,ears_dataset_processed/val/p066/freeform_speech_03_2400000_2560000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-5.035535,-3.7748983
101,ears_dataset_processed/val/p066/freeform_speech_04_1760000_1920000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,6.483499,3.1292372
102,ears_dataset_processed/val/p066/rainbow_08_regular_160000_320000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,1.1548855,-2.2690086
103,ears_dataset_processed/val/p066/emo_interest_freeform_0_160000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-1.6796563,2.6391833
104,ears_dataset_processed/val/p066/rainbow_06_highpitch_0_160000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-7.4432774,7.691401
105,ears_dataset_processed/val/p066/freeform_speech_03_640000_800000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,3.5916412,1.757548
106,ears_dataset_processed/val/p066/freeform_speech_06_0_160000.wav,p066,val,female,46-55,white or caucasian,pdaf,neutral_mel128,4.989541,-4.074539
107,ears_dataset_processed/val/p073/freeform_speech_04_2720000_2880000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,22.714893,-11.466898
108,ears_dataset_processed/val/p073/sentences_13_lowpitch_0_160000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,3.110213,0.5817607
109,ears_dataset_processed/val/p073/freeform_speech_06_2400000_2560000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,-4.240501,-1.6914041
110,ears_dataset_processed/val/p073/rainbow_08_whisper_0_160000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,7.1486053,-3.9044437
111,ears_dataset_processed/val/p073/freeform_speech_02_480000_640000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,20.958014,2.6539073
112,ears_dataset_processed/val/p073/rainbow_08_slow_0_160000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,13.033202,-1.1016561
113,ears_dataset_processed/val/p073/rainbow_06_slow_160000_320000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,-2.7760115,-0.9343774
114,ears_dataset_processed/val/p073/freeform_speech_04_2880000_3040000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,14.0924635,-0.06579489
115,ears_dataset_processed/val/p073/freeform_speech_02_2560000_2720000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,11.782648,-3.2784843
116,ears_dataset_processed/val/p073/freeform_speech_05_1600000_1760000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,11.662205,-6.227251
117,ears_dataset_processed/val/p073/emo_disgust_sentences_0_160000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,8.848317,-0.6125265
118,ears_dataset_processed/val/p073/freeform_speech_02_1920000_2080000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,15.151886,-3.6191401
119,ears_dataset_processed/val/p073/emo_extasy_freeform_0_156977.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,9.41735,0.39213398
120,ears_dataset_processed/val/p073/freeform_speech_03_960000_1120000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,6.362908,9.770667
121,ears_dataset_processed/val/p073/sentences_11_highpitch_0_160000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,4.5741196,5.5881653
122,ears_dataset_processed/val/p073/rainbow_03_whisper_0_160000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,-0.33212426,0.26995182
123,ears_dataset_processed/val/p073/emo_desire_sentences_0_160000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,6.5074615,5.7787457
124,ears_dataset_processed/val/p073/freeform_speech_02_800000_960000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,27.072859,1.2343761
125,ears_dataset_processed/val/p073/sentences_01_fast_0_116214.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,23.433414,-3.514073
126,ears_dataset_processed/val/p073/rainbow_05_slow_320000_480000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,3.0341005,-1.4902362
127,ears_dataset_processed/val/p073/freeform_speech_01_0_160000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,12.440837,-3.0754974
128,ears_dataset_processed/val/p073/rainbow_03_slow_0_160000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,-5.6036577,0.48544544
129,ears_dataset_processed/val/p073/interjection_congratulations_0_160000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,3.760072,14.474315
130,ears_dataset_processed/val/p073/sentences_10_fast_0_127659.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,21.662241,-11.517273
131,ears_dataset_processed/val/p073/emo_confusion_sentences_0_120804.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,8.685423,16.105017
132,ears_dataset_processed/val/p073/sentences_16_regular_0_147248.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,13.611624,4.0070357
133,ears_dataset_processed/val/p073/freeform_speech_05_1280000_1440000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,4.311589,2.567557
134,ears_dataset_processed/val/p073/freeform_speech_05_1440000_1600000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,7.448027,5.4282923
135,ears_dataset_processed/val/p073/emo_sadness_freeform_0_160000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,16.120497,-9.220049
136,ears_dataset_processed/val/p073/emo_extasy_sentences_0_136889.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,5.68531,-0.19953044
137,ears_dataset_processed/val/p073/rainbow_01_highpitch_0_160000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,-4.4032803,7.2195854
138,ears_dataset_processed/val/p073/rainbow_07_slow_0_160000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,17.757969,-4.5431895
139,ears_dataset_processed/val/p073/freeform_speech_05_320000_480000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,16.083015,-9.385235
140,ears_dataset_processed/val/p073/freeform_speech_06_1120000_1280000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,9.597761,-4.5031357
141,ears_dataset_processed/val/p073/melodic_happy_birthday_0_160000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,16.12769,12.066438
142,ears_dataset_processed/val/p073/rainbow_05_whisper_0_160000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,6.0527,0.12781164
143,ears_dataset_processed/val/p073/sentences_14_lowpitch_0_160000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,5.047063,3.3633628
144,ears_dataset_processed/val/p073/sentences_07_slow_160000_320000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,-4.831348,-0.9255943
145,ears_dataset_processed/val/p073/freeform_speech_05_160000_320000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,21.753088,-7.1159544
146,ears_dataset_processed/val/p073/emo_serenity_sentences_0_160000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,8.867941,1.3842149
147,ears_dataset_processed/val/p073/rainbow_06_loud_0_160000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,1.9590871,-3.898303
148,ears_dataset_processed/val/p073/sentences_01_slow_0_160000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,19.222635,-3.5773044
149,ears_dataset_processed/val/p073/freeform_speech_01_2240000_2400000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,12.452657,0.98515886
150,ears_dataset_processed/val/p073/emo_embarassment_freeform_0_149744.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,8.827694,4.6969132
151,ears_dataset_processed/val/p073/rainbow_05_loud_0_160000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,-1.1209002,1.0348774
152,ears_dataset_processed/val/p073/freeform_speech_04_2400000_2560000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,6.7435045,2.7900937
153,ears_dataset_processed/val/p073/rainbow_01_whisper_0_160000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,7.7275476,-3.957577
154,ears_dataset_processed/val/p073/rainbow_08_slow_640000_800000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,6.8590565,-2.995537
155,ears_dataset_processed/val/p073/freeform_speech_02_1600000_1760000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,12.3805275,4.8068213
156,ears_dataset_processed/val/p073/emo_anger_freeform_0_153468.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,0.29231203,0.5720026
157,ears_dataset_processed/val/p073/rainbow_08_slow_480000_640000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,3.1740499,3.09474
158,ears_dataset_processed/val/p073/freeform_speech_05_2560000_2720000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,4.802822,-3.5947413
159,ears_dataset_processed/val/p073/emo_interest_freeform_0_160000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,8.75978,-0.18934785
160,ears_dataset_processed/val/p073/sentences_20_regular_0_160000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,17.995651,1.8581623
161,ears_dataset_processed/val/p073/freeform_speech_03_640000_800000.wav,p073,val,female,18-25,black or african american,pdaf,neutral_mel128,4.5792675,5.2788787
162,ears_dataset_processed/val/p003/freeform_speech_02_2400000_2560000.wav,p003,val,female,26-35,black or african american,pdaf,neutral_mel128,8.964028,7.545208
163,ears_dataset_processed/val/p003/sentences_17_regular_0_160000.wav,p003,val,female,26-35,black or african american,pdaf,neutral_mel128,-1.28435,14.912213
164,ears_dataset_processed/val/p003/emo_extasy_sentences_0_160000.wav,p003,val,female,26-35,black or african american,pdaf,neutral_mel128,8.362954,15.728286
165,ears_dataset_processed/val/p003/freeform_speech_06_2400000_2560000.wav,p003,val,female,26-35,black or african american,pdaf,neutral_mel128,15.952447,2.7512329
166,ears_dataset_processed/val/p003/freeform_speech_02_0_160000.wav,p003,val,female,26-35,black or african american,pdaf,neutral_mel128,17.97262,6.471996
167,ears_dataset_processed/val/p003/freeform_speech_06_2080000_2240000.wav,p003,val,female,26-35,black or african american,pdaf,neutral_mel128,13.106458,11.966263
168,ears_dataset_processed/val/p003/freeform_speech_02_1760000_1920000.wav,p003,val,female,26-35,black or african american,pdaf,neutral_mel128,14.833707,5.7082567
169,ears_dataset_processed/val/p003/sentences_02_loud_0_160000.wav,p003,val,female,26-35,black or african american,pdaf,neutral_mel128,-1.3853426,10.996276
170,ears_dataset_processed/val/p003/freeform_speech_03_1760000_1920000.wav,p003,val,female,26-35,black or african american,pdaf,neutral_mel128,15.143539,3.8983235
171,ears_dataset_processed/val/p003/rainbow_07_regular_0_160000.wav,p003,val,female,26-35,black or african american,pdaf,neutral_mel128,10.659586,11.743033
172,ears_dataset_processed/val/p003/freeform_speech_04_2240000_2400000.wav,p003,val,female,26-35,black or african american,pdaf,neutral_mel128,13.4422455,-4.2256002
173,ears_dataset_processed/val/p003/freeform_speech_05_640000_800000.wav,p003,val,female,26-35,black or african american,pdaf,neutral_mel128,16.387554,6.8520336
174,ears_dataset_processed/val/p003/freeform_speech_04_1600000_1760000.wav,p003,val,female,26-35,black or african american,pdaf,neutral_mel128,14.230522,6.74252
175,ears_dataset_processed/val/p003/emo_disgust_sentences_0_160000.wav,p003,val,female,26-35,black or african american,pdaf,neutral_mel128,18.20875,8.90088
176,ears_dataset_processed/val/p003/freeform_speech_02_1920000_2080000.wav,p003,val,female,26-35,black or african american,pdaf,neutral_mel128,1.6355625,19.801235
177,ears_dataset_processed/val/p003/emo_extasy_freeform_0_160000.wav,p003,val,female,26-35,black or african american,pdaf,neutral_mel128,-1.6926603,5.369946
178,ears_dataset_processed/val/p003/rainbow_02_loud_0_160000.wav,p003,val,female,26-35,black or african american,pdaf,neutral_mel128,8.312338,17.0123
